gtdb_species_clade_id	all_core	all_singleton	all_accessory	all_gene_clusters
s__Fimenecus_sp002490525--GB_GCA_002490525.1	1511	357	382	2250
s__Fen-1308_sp903822005--GB_GCA_903822005.1	2476	988	687	4151
s__Ferroglobus_sp015520115--GB_GCA_015520115.1	1116	1474	731	3321
s__Fen-999_sp018819515--GB_GCA_018819515.1	2870	53	0	2923
s__Flavipsychrobacter_sp013286835--GB_GCA_013286835.1	452	1812	2468	4732
s__Fictibacillus_C_sp001510655--RS_GCF_001510655.1	3594	2188	600	6382
s__Flavobacterium_frigidimaris--GB_GCA_900129595.1	4894	74	0	4968
s__Flavobacterium_sp903913315--GB_GCA_903913315.1	2425	1463	0	3888
s__Flavobacterium_oreochromis--RS_GCF_019565455.1	1792	2676	916	5384
s__Flavonifractor_sp002159455--RS_GCF_002159455.1	2042	4745	1851	8638
s__Faecousia_sp900551495--GB_GCA_900551495.1	1271	794	394	2459
s__Flavobacterium_branchiophilum--RS_GCF_002217205.1	2202	1185	1172	4559
s__Firm-04_sp016295145--GB_GCA_016295145.1	1264	1025	0	2289
s__Firm-04_sp001603005--GB_GCA_001603005.1	1903	1741	0	3644
s__Finegoldia_magna--RS_GCF_003182075.1	1248	2193	1711	5152
s__Faecousia_sp900547405--GB_GCA_900547405.1	1345	2358	985	4688
s__Flavipsychrobacter_sp020636495--GB_GCA_020636495.1	1822	2401	0	4223
s__Flavobacterium_piscis--RS_GCF_001686925.1	4123	818	829	5770
s__Fen-1039_sp003157175--GB_GCA_003157175.1	1263	2710	0	3973
s__Faecousia_sp000434635--GB_GCA_000434635.1	1664	7057	2160	10881
s__Fimivivens_sp900113995--GB_GCA_900113995.1	1819	1028	1913	4760
s__Fen-1137_sp003158455--GB_GCA_003158455.1	4613	2198	0	6811
s__Fimimonas_merdipullorum--GB_GCA_018713905.1	946	349	0	1295
s__Fibrobacter_sp001603905--GB_GCA_001603905.1	1930	1904	0	3834
s__Fen-1038_sp016195815--GB_GCA_016195815.1	2249	688	635	3572
s__Firm-07_sp015064185--GB_GCA_015064185.1	924	1013	358	2295
s__Flavobacterium_crassostreae--RS_GCF_001831475.1	2439	190	0	2629
s__Flavobacterium_bernardetii--RS_GCF_011305415.1	3077	25	0	3102
s__Faecousia_excrementipullorum--GB_GCA_018712825.1	1289	905	396	2590
s__Flemingibacterium_sp900546315--GB_GCA_900546315.1	1419	2176	1386	4981
s__Fimimorpha_excrementavium--GB_GCA_018710785.1	2023	702	770	3495
s__Fibrobacter_sp002449765--GB_GCA_002449765.1	1982	1767	1035	4784
s__Fen-1166_sp903907985--GB_GCA_903907985.1	2758	1191	0	3949
s__Fictibacillus_nanhaiensis_A--GB_GCA_016401345.1	3547	1787	975	6309
s__Fimbriimonas_sp016125185--GB_GCA_016125185.1	3557	1147	429	5133
s__Fimisoma_sp900542295--GB_GCA_900542295.1	843	719	816	2378
s__Faecousia_faecigallinarum--GB_GCA_018712145.1	1468	527	0	1995
s__Flavobacterium_sp002786385--GB_GCA_002786385.1	2022	1241	0	3263
s__Ferroplasma_sp021797555--GB_GCA_021797555.1	1566	998	0	2564
s__Firm-16_sp017551865--GB_GCA_017551865.1	1698	1241	0	2939
s__Flavobacterium_piscinae--RS_GCF_004122145.1	1273	5786	0	7059
s__Ferruginibacter_sp002343985--GB_GCA_002343985.1	1396	2064	1121	4581
s__Fervidobacterium_sp003522805--GB_GCA_003522805.1	1195	1095	0	2290
s__Flexilinea_sp017417055--GB_GCA_017417055.1	2409	2618	0	5027
s__Flavobacterium_sp903819815--GB_GCA_903819815.1	1239	1834	458	3531
s__Fimousia_stercorigallinarum--GB_GCA_018715775.1	1819	1045	0	2864
s__Flavobacterium_sp018335925--GB_GCA_018335925.1	1828	1959	0	3787
s__Fenollaria_sp900539225--GB_GCA_900539225.1	1150	589	0	1739
s__Fimimonas_sp023667435--GB_GCA_023667435.1	898	682	0	1580
s__Fictibacillus_phosphorivorans_C--RS_GCF_007673525.1	3568	1311	0	4879
s__Faecousia_sp934591635--GB_GCA_934591635.1	878	1725	0	2603
s__Fimimonas_sp023665205--GB_GCA_023665205.1	1270	218	36	1524
s__Forterrea_multitransposorum--GB_GCA_009392915.1	828	352	38	1218
s__Ferrimicrobium_acidiphilum--RS_GCF_000949255.1	1641	2305	1177	5123
s__Fen731_sp002068775--GB_GCA_002068775.1	945	1054	0	1999
s__Flavobacterium_sp903838055--GB_GCA_903838055.1	2594	192	82	2868
s__Flavonifractor_intestinigallinarum--GB_GCA_019119165.1	1492	1563	982	4037
s__Fervidobacterium_nodosum--RS_GCF_000017545.1	1293	586	398	2277
s__Fimenecus_sp900315985--GB_GCA_900315985.1	1324	2577	692	4593
s__Flavobacterium_indicum_A--RS_GCF_004364575.1	1975	1348	0	3323
s__Flavobacterium_sp002754315--RS_GCF_002754315.1	2673	966	0	3639
s__Flavobacterium_sp013874595--RS_GCF_013874595.1	2750	12	248	3010
s__Flavobacterium_sp000169355--GB_GCA_000169355.1	1942	850	667	3459
s__Flavobacterium_hiemivividum--RS_GCF_004349145.1	2486	1403	0	3889
s__Flavisolibacter_sp013327885--GB_GCA_013327885.1	3435	2432	0	5867
s__Falseniella_ignava--RS_GCF_000301055.1	1268	544	0	1812
s__Falkowella_caecavicola--GB_GCA_904420125.1	1565	1421	902	3888
s__Fictibacillus_phosphorivorans_A--RS_GCF_001629705.1	3674	1052	0	4726
s__Firm-09_sp002385605--GB_GCA_002385605.1	1287	317	0	1604
s__Flavobacterium_rivuli--RS_GCF_000378485.1	3955	53	0	4008
s__Fournierella_sp002160145--RS_GCF_002160145.1	2163	1131	0	3294
s__Flavobacterium_sp903469665--RS_GCF_903469665.1	3897	1341	0	5238
s__Flavipsychrobacter_sp001897855--GB_GCA_001897855.1	3706	302	0	4008
s__Flavobacterium_pectinovorum--RS_GCF_900142715.1	3966	927	690	5583
s__Faecousia_sp934565795--GB_GCA_934565795.1	1908	603	0	2511
s__Flexilinea_sp022837205--GB_GCA_022837205.1	1327	2348	0	3675
s__Faecousia_intestinavium--GB_GCA_018715835.1	1476	953	0	2429
s__Flavobacterium_ranwuense--RS_GCF_004349315.1	2784	1089	0	3873
s__Faecousia_sp902767915--GB_GCA_902767915.1	1196	1182	525	2903
s__Fibrobacter_sp900215325--RS_GCF_900215325.1	1843	2345	1064	5252
s__Flavobacterium_pokkalii--RS_GCF_014596575.1	2567	1195	0	3762
s__Flavobacterium_sp002482945--RS_GCF_003634615.1	2640	1313	0	3953
s__Francisella_halioticida--RS_GCF_002211785.1	1861	506	0	2367
s__Flavobacterium_davisii--RS_GCF_019565505.1	1447	3167	1233	5847
s__Fen-1039_sp003141455--GB_GCA_003141455.1	2561	630	0	3191
s__Fen-1342_sp903914415--GB_GCA_903914415.1	3063	1902	673	5638
s__Fimenecus_sp017399405--GB_GCA_017399405.1	1326	844	0	2170
s__Flavihumibacter_sp018993145--RS_GCF_021491375.1	1578	3555	0	5133
s__Fen-1298_sp003155495--GB_GCA_003155495.1	1723	1728	1263	4714
s__Faecousia_excrementigallinarum--GB_GCA_018713285.1	1481	887	0	2368
s__Faecousia_sp015067605--GB_GCA_015067605.1	1144	1086	0	2230
s__Flavobacterium_odoratum--RS_GCF_000243275.1	2858	358	1594	4810
s__Flavobacterium_marinum_A--RS_GCF_900109075.1	2795	895	1074	4764
s__Fimbriimonas_sp903833215--GB_GCA_903833215.1	5464	355	148	5967
s__Ferruginibacter_sp018268155--GB_GCA_019638525.1	1709	1547	1238	4494
s__Fischerella_muscicola--RS_GCF_000317205.1	5462	643	501	6606
s__Flavipsychrobacter_sp903835005--GB_GCA_903835005.1	4495	4469	705	9669
s__Faecousia_sp016302405--GB_GCA_016302405.1	1035	1656	1055	3746
s__Francisella_hispaniensis--RS_GCF_001885235.1	1501	554	386	2441
s__Ferruginibacter_pinensis_A--GB_GCA_945870835.1	1050	2469	1174	4693
s__Flavobacterium_circumlabens--RS_GCF_004345565.1	3632	2530	1216	7378
s__Fibrobacter_sp900313675--GB_GCA_900313675.1	1478	2394	1108	4980
s__Flavobacterium_sp002352205--GB_GCA_002352205.1	1760	2285	0	4045
s__Flavobacterium_sp903879875--GB_GCA_903879875.1	2293	1610	0	3903
s__Flavobacterium_tructae--RS_GCF_002217475.1	3379	1416	1301	6096
s__Flavobacterium_cheniae--RS_GCF_004363695.1	2493	38	0	2531
s__Fibrobacter_succinogenes_J--GB_GCA_902791475.1	1913	3100	0	5013
s__Fen-1298_sp003142575--GB_GCA_003142575.1	1899	1845	0	3744
s__Flavobacterium_flevense--RS_GCF_900142775.1	3446	119	0	3565
s__Fimihabitans_intestinipullorum--GB_GCA_900553765.1	874	742	736	2352
s__Flavobacterium_akiainvivens--RS_GCF_001278115.1	4003	53	0	4056
s__Flavipsychrobacter_sp903839875--GB_GCA_903839875.1	3264	1497	1481	6242
s__Fervidicoccus_fontis--RS_GCF_000258425.1	849	767	429	2045
s__Firm-16_sp002368805--GB_GCA_002368805.1	413	1943	1284	3640
s__Fibrobacter_sp017642335--GB_GCA_017642335.1	2171	1635	0	3806
s__Faecousia_sp900553805--GB_GCA_900553805.1	1364	1323	1157	3844
s__Fibrobacter_sp900143015--RS_GCF_900143015.1	2594	960	0	3554
s__Flavonifractor_avistercoris--RS_GCF_002161215.1	1778	3897	1837	7512
s__Fibrobacter_succinogenes--RS_GCF_000146505.1	3074	110	0	3184
s__Fen-1308_sp003170655--GB_GCA_003170655.1	1726	7468	3246	12440
s__Flavobacterium_sp900129795--RS_GCF_900129795.1	4522	218	0	4740
s__Fimbriimonas_sp903899015--GB_GCA_903899015.1	3479	3371	1785	8635
s__Faecousia_gallistercoris--GB_GCA_900546915.1	1671	2098	661	4430
s__Fen-1118_sp003136095--GB_GCA_003136095.1	3060	4179	1664	8903
s__Faecousia_sp900540635--GB_GCA_900540635.1	1555	2976	1327	5858
s__Fen-1087_sp003161855--GB_GCA_003161855.1	863	8088	2367	11318
s__Faecousia_sp017519005--GB_GCA_017519005.1	1061	1418	0	2479
s__Fen-1262_sp003152875--GB_GCA_003152875.1	2593	1951	0	4544
s__Ferrimonas_marina--RS_GCF_900129905.1	4624	27	0	4651
s__Faecousia_sp900763965--GB_GCA_900763965.1	1367	977	404	2748
s__Fimimorpha_sp904395845--GB_GCA_904395845.1	1191	1161	551	2903
s__Faecousia_sp900546415--GB_GCA_900546415.1	1293	1147	529	2969
s__Ferrimonas_balearica--RS_GCF_000148645.1	3402	935	700	5037
s__Faecousia_sp002437585--GB_GCA_002437585.1	811	1400	799	3010
s__Ferroplasma_acidiphilum--RS_GCF_002078355.1	1032	975	615	2622
s__Finegoldia_magna_H--RS_GCF_000010185.1	1350	1812	1263	4425
s__Flavobacterium_sp903839195--GB_GCA_903839195.1	1242	1272	593	3107
s__Formosa_algae--RS_GCF_001439665.1	2983	1417	636	5036
s__Flavipsychrobacter_sp903877645--GB_GCA_903877645.1	3032	2746	1222	7000
s__Fibrobacter_sp002210285--RS_GCF_002210285.1	1290	1910	0	3200
s__Fournierella_massiliensis--RS_GCF_004345265.1	2264	295	1141	3700
s__Fimicola_merdigallinarum--GB_GCA_017694425.1	1469	768	0	2237
s__Flavobacterium_panici--RS_GCF_903819335.1	3887	1284	1129	6300
s__Fimisoma_sp002320005--GB_GCA_002320005.1	1215	1462	542	3219
s__Firm-04_sp017550285--GB_GCA_017550285.1	1918	2232	897	5047
s__Ferruginibacter_sp903878475--GB_GCA_903878475.1	1591	1784	1242	4617
s__Fen-671_sp003166025--GB_GCA_003166025.1	3013	2838	1960	7811
s__Faecousia_sp900546075--GB_GCA_900546075.1	1420	2826	1128	5374
s__Fen-1137_sp003158735--GB_GCA_003158735.1	2823	5175	1882	9880
s__Fournierella_excrementavium--GB_GCA_004558145.1	1692	1715	709	4116
s__Faecousia_sp017436955--GB_GCA_017436955.1	1292	371	0	1663
s__Flavobacterium_macrobrachii--RS_GCF_014486675.1	2290	692	845	3827
s__Fen-1135_sp003142635--GB_GCA_003142635.1	2706	1997	0	4703
s__Fen-1137_sp003142855--GB_GCA_003142855.1	4260	2646	0	6906
s__Faecousia_sp900316335--GB_GCA_900316335.1	1324	3776	1187	6287
s__Fen-1317_sp003154195--GB_GCA_003154195.1	2018	580	0	2598
s__Ferroplasma_sp021826795--GB_GCA_021826795.1	874	2641	0	3515
s__Fen-455_sp003139355--GB_GCA_003139355.1	2297	4997	2289	9583
s__Fimimorpha_sp904420225--GB_GCA_904420225.1	1773	953	0	2726
s__Flavobacterium_sp002454195--GB_GCA_002454195.1	1422	2129	0	3551
s__Flavobacterium_sp020885975--RS_GCF_020885975.1	1781	557	0	2338
s__Fen-1137_sp003157315--GB_GCA_003157315.1	2133	5852	0	7985
s__Faecousia_sp016296045--GB_GCA_016296045.1	899	1723	0	2622
s__Flavipsychrobacter_sp903887005--GB_GCA_903887005.1	3786	2774	0	6560
s__Flavobacterium_suncheonense--RS_GCF_000430025.1	2700	110	0	2810
s__Fibrobacter_sp900142495--GB_GCA_902756345.1	1726	2498	1074	5298
s__Flammeovirga_kamogawensis--RS_GCF_018736065.1	5181	112	78	5371
s__Firm-04_sp016291435--GB_GCA_016291435.1	2009	1166	0	3175
s__Flavobacterium_panacis--RS_GCF_024649945.1	4806	294	397	5497
s__Flavobacterium_psychrophilum--RS_GCF_002217405.1	2042	4656	4376	11074
s__GWA2-46-10_sp001817635--GB_GCA_001817635.1	552	95	0	647
s__Ga0077548_sp019752575--GB_GCA_019752575.1	2457	1112	0	3569
s__GCA-2724215_sp002724215--GB_GCA_002724215.1	2426	2992	2134	7552
s__GCF-002259525_sp020410785--GB_GCA_020410785.1	812	1112	229	2153
s__GCA-2753745_sp903908245--GB_GCA_903908245.1	1320	1045	582	2947
s__Gallimonas_gallistercoris--GB_GCA_019117085.1	1209	749	0	1958
s__GWA2-73-35_sp016179875--GB_GCA_016179875.1	2565	3117	0	5682
s__Fusobacterium_A_sp900764925--GB_GCA_900764925.1	2093	453	0	2546
s__GCA-002791395_sp002771355--GB_GCA_002771355.1	823	616	0	1439
s__Fuerstiella_sp913031625--GB_GCA_913031625.1	3209	3872	0	7081
s__Gallicola_sp012798975--GB_GCA_012798975.1	1323	1230	0	2553
s__GCA-2712005_sp002712005--GB_GCA_002712005.1	2199	605	1417	4221
s__GCA-2737665_sp903873905--GB_GCA_903873905.1	2313	1345	909	4567
s__GWA1-54-10_sp943355135--GB_GCA_943355135.1	587	60	137	784
s__GWA1-54-10_sp903840375--GB_GCA_903840375.1	558	279	274	1111
s__Gallimonas_sp910586365--GB_GCA_910586365.1	1536	517	0	2053
s__GCA-002780085_sp002791435--GB_GCA_002791435.1	585	696	307	1588
s__Frankia_sp016786325--RS_GCF_016786325.1	7820	1373	922	10115
s__GCA-000496135_sp021818675--GB_GCA_021818675.1	675	3882	776	5333
s__GCA-2699125_sp020634495--GB_GCA_020634495.1	2482	6132	0	8614
s__G519_sp011176615--GB_GCA_011176615.1	1048	1852	0	2900
s__Fuerstiella_sp024230215--GB_GCA_024230215.1	6568	1681	0	8249
s__Frigoribacterium_faeni--RS_GCF_007988805.1	3071	93	0	3164
s__Frisingicoccus_sp016298055--GB_GCA_016298055.1	782	2072	1170	4024
s__Gallimonas_intestinalis--GB_GCA_900761685.1	1011	1216	664	2891
s__GCA-2702655_sp019636345--GB_GCA_019636345.1	3361	1438	0	4799
s__Gallacutalibacter_A_stercoravium--GB_GCA_018716975.1	2309	438	331	3078
s__Fusobacterium_vincentii--GB_GCA_000182945.1	1562	2369	1180	5111
s__Gallionella_sp002780675--GB_GCA_002780675.1	743	2080	673	3496
s__Frischella_japonica--RS_GCF_014489845.1	1829	605	295	2729
s__Ga0077546_sp018062085--GB_GCA_018062085.1	4773	1403	0	6176
s__GAS188_sp019247605--GB_GCA_019247605.1	2328	4093	1963	8384
s__Fusobacterium_A_sp900555845--GB_GCA_905200055.1	1107	1207	0	2314
s__Garciella_sp900555725--GB_GCA_900555725.1	1559	732	0	2291
s__Fulvimonas_soli--RS_GCF_003148905.1	3171	284	0	3455
s__GWA1-52-35_sp001769805--GB_GCA_001769805.1	2273	1676	1367	5316
s__Frateuria_A_terrea--RS_GCF_900115705.1	3445	14	0	3459
s__Fretibacterium_fastidiosum--RS_GCF_000210715.1	1020	2225	0	3245
s__Frigoribacterium_sp014842255--RS_GCF_014842255.1	2620	771	0	3391
s__GCA-002793235_sp002790175--GB_GCA_002790175.1	1458	1601	0	3059
s__GCA-002840015_sp002782905--GB_GCA_002782905.1	2199	1177	0	3376
s__GCA-003244245_sp019243635--GB_GCA_019243635.1	4119	604	0	4723
s__GCA-2730555_sp022574675--GB_GCA_022574675.1	1585	1748	0	3333
s__GWF2-38-335_sp001769535--GB_GCA_001769535.1	3691	196	511	4398
s__GWC1-27-15_sp001829125--GB_GCA_001829125.1	2556	1112	1189	4857
s__GCA-2724215_sp009841115--GB_GCA_009841115.1	3179	2529	1332	7040
s__GWC1-37-12b_sp000993115--GB_GCA_000993115.1	639	393	389	1421
s__Gallionella_sp001801025--GB_GCA_001801025.1	1772	608	856	3236
s__GMQP-bins7_sp020029615--GB_GCA_020029615.1	2972	83	0	3055
s__GAS188_sp019246665--GB_GCA_019246665.1	3697	2220	0	5917
s__GCA-2711565_sp003353955--GB_GCA_003353955.1	1615	4157	0	5772
s__GW2011-AR13_sp9966u--GB_GCA_013329055.1	906	251	444	1601
s__Fundicoccus_ignavus--RS_GCF_009659375.1	1874	1208	294	3376
s__Garciella_nitratireducens--RS_GCF_900167305.1	1864	556	162	2582
s__Geitlerinema_sp001657325--GB_GCA_001657325.1	4541	517	291	5349
s__Fusobacterium_polymorphum--RS_GCF_001457555.1	1533	5284	3908	10725
s__GCA-016700335_sp016700335--GB_GCA_016700335.1	2287	599	0	2886
s__Fusobacterium_nucleatum--GB_GCA_000007325.1	1656	968	1121	3745
s__GCA-2724215_sp022826515--GB_GCA_022826515.1	3797	2302	1148	7247
s__GCA-001735895_sp001735895--GB_GCA_001735895.1	3323	1923	0	5246
s__GCA-002722245_sp002722245--GB_GCA_002722245.1	2142	579	0	2721
s__GCA-2721545_sp003230615--GB_GCA_003230615.1	993	1842	0	2835
s__GWA1-54-10_sp903819895--GB_GCA_903819895.1	790	197	75	1062
s__Ga0077523_sp020248405--GB_GCA_020248405.1	3040	441	503	3984
s__Galliscardovia_simiarum--RS_GCF_002802905.1	1838	596	0	2434
s__GCA-900066495_sp900066495--GB_GCA_900604495.1	2756	973	349	4078
s__GCA-002708315_sp014382445--GB_GCA_014382445.1	2154	948	0	3102
s__GCA-2688265_sp018697095--GB_GCA_018697095.1	1329	20	0	1349
s__Gemella_massiliensis--RS_GCF_900120125.1	1381	340	146	1867
s__GCA-003244245_sp019241525--GB_GCA_019241525.1	3201	2451	0	5652
s__Fructilactobacillus_florum--RS_GCF_001436645.1	1130	1367	182	2679
s__GCF-000787395_sp000787395--RS_GCF_000787395.1	2058	2356	1920	6334
s__GWA2-73-35_sp001788495--GB_GCA_001788495.1	2287	2156	1904	6347
s__GCA-2690215_sp002690215--GB_GCA_002690215.1	3216	2295	0	5511
s__GCA-2699025_sp002699025--GB_GCA_002699025.1	3737	1560	2725	8022
s__GWF2-50-93_sp001804805--GB_GCA_001804805.1	4354	673	0	5027
s__Gemmatimonas_sp002483225--GB_GCA_002483225.1	3021	1263	0	4284
s__GWF2-38-85_sp001797275--GB_GCA_001797275.1	2270	537	0	2807
s__GCA-2786165_sp018061965--GB_GCA_018061965.1	1997	164	0	2161
s__Galbitalea_soli--RS_GCF_010686725.1	2857	12	0	2869
s__GWA1-54-10_sp903824155--GB_GCA_903824155.1	855	211	0	1066
s__GWA2-32-17_sp903837285--GB_GCA_903837285.1	2804	1276	0	4080
s__Frisingicoccus_sp900549105--GB_GCA_900549105.1	1832	2119	782	4733
s__Ga0077553_sp001464575--GB_GCA_001464575.1	4705	3868	0	8573
s__Gallibacterium_sp000771875--RS_GCF_000771875.1	1680	969	567	3216
s__Ga0077546_sp021732025--GB_GCA_021732025.1	3720	2441	0	6161
s__Gallimonas_merdigallinarum--GB_GCA_904373325.1	1176	687	432	2295
s__Frankia_casuarinae--RS_GCF_000013345.1	3673	2502	2065	8240
s__Gallionella_sp903885165--GB_GCA_903885165.1	1890	3750	3588	9228
s__Gallimonas_sp910588465--GB_GCA_910588465.1	1065	731	0	1796
s__Frankia_saprophytica--RS_GCF_000235425.2	7876	580	0	8456
s__GWB1-54-5_sp001787755--GB_GCA_001787755.1	1323	618	133	2074
s__Gallionella_sp001801085--GB_GCA_001801085.1	1995	1238	0	3233
s__Ga0074130_sp001464495--GB_GCA_001464495.1	2123	327	0	2450
s__Ga0074140_sp001464115--GB_GCA_001464115.1	1545	247	0	1792
s__GCA-002282575_sp022759035--GB_GCA_022759035.1	1121	1835	0	2956
s__Gallimonas_sp910578065--GB_GCA_910578065.1	1344	549	220	2113
s__GCA-002779465_sp019309485--GB_GCA_019309485.1	2025	1636	804	4465
s__GCA-001856825_sp021787125--GB_GCA_021787125.1	739	1242	0	1981
s__Gallaecimonas_pentaromativorans--RS_GCF_003751625.1	3599	685	0	4284
s__Gemmatimonas_aurantiaca--RS_GCF_000010305.1	3724	295	0	4019
s__GWF2-43-63_sp001769275--GB_GCA_001769275.1	2374	313	900	3587
s__GCA-002793355_sp002793355--GB_GCA_002793355.1	745	405	0	1150
s__Ga0077523_sp001464765--GB_GCA_001464765.1	2796	4079	0	6875
s__GCA-001735895_sp022566015--GB_GCA_022566015.1	1707	2383	0	4090
s__GAS188_sp900104855--GB_GCA_900104855.1	6528	4071	1291	11890
s__GCA-002718515_sp012965315--GB_GCA_012965315.1	974	1283	716	2973
s__GWA2-43-14_sp001779315--GB_GCA_001779315.1	1154	644	420	2218
s__Frigidibacter_sp002423245--GB_GCA_002423245.1	2369	1790	0	4159
s__Fructilactobacillus_fructivorans--RS_GCF_001434095.1	1149	410	342	1901
s__Gallionella_sp021821945--GB_GCA_021821945.1	1089	2131	0	3220
s__GCA-001856825_sp021816725--GB_GCA_021816725.1	839	883	0	1722
s__GCA-002790365_sp022567875--GB_GCA_022567875.1	715	2658	0	3373
s__GWB2-47-37_sp021792185--GB_GCA_021792185.1	2354	269	338	2961
s__GWC1-40-35_sp001775095--GB_GCA_001775095.1	581	1040	849	2470
s__Frigoribacterium_endophyticum--RS_GCF_011759585.1	2544	1112	694	4350
s__GCA-2402195_sp945865485--GB_GCA_945865485.1	384	1253	0	1637
s__Galliscardovia_tissieri--RS_GCF_002259645.1	1643	935	736	3314
s__GCA-002862325_sp002683195--GB_GCA_002683195.1	1676	2339	0	4015
s__GCA-001856825_sp021831005--GB_GCA_021831005.1	466	1568	649	2683
s__Fredricksoniimonas_borealis--GB_GCA_903901225.1	2011	326	226	2563
s__GWF2-39-127_sp003242895--GB_GCA_003242895.1	2332	826	691	3849
s__GCA-2737125_sp009702725--GB_GCA_009702725.1	373	1891	1312	3576
s__GCA-900066495_sp900545985--RS_GCF_012317385.1	2400	972	0	3372
s__GWB1-40-14_sp000996085--GB_GCA_000996085.1	636	693	0	1329
s__GCA-2699445_sp022599915--GB_GCA_022599915.1	2080	405	0	2485
s__Francisella_noatunensis--RS_GCF_009823375.1	1850	145	143	2138
s__Fusobacterium_A_sp019012925--GB_GCA_019012925.1	1374	875	0	2249
s__Gemmatimonas_sp903900795--GB_GCA_903900795.1	2295	2481	0	4776
s__Fusobacterium_periodonticum_D--RS_GCF_002763915.1	1569	1535	1783	4887
s__GPS1B09_sp018333455--GB_GCA_018333455.1	1253	1329	1006	3588
s__GCA-00278855_sp002788855--GB_GCA_002788855.1	1151	130	0	1281
s__GWC2-37-13_sp002792355--GB_GCA_002792355.1	570	614	0	1184
s__Frankia_meridionalis--RS_GCF_902812655.1	3454	2855	0	6309
s__GWC2-37-13_sp000991135--GB_GCA_000991135.1	989	97	0	1086
s__Ga0077548_sp019635635--GB_GCA_019635635.1	2298	1224	943	4465
s__GCA-2400775_sp013151045--GB_GCA_013151045.1	1474	1460	0	2934
s__Fructilactobacillus_sp024029355--RS_GCF_024029355.1	1252	286	0	1538
s__GCA-2708415_sp002708415--GB_GCA_002708415.1	960	1175	0	2135
s__Gemmatimonas_sp002737115--GB_GCA_002737115.1	1698	2789	1292	5779
s__Fructobacillus_parabroussonetiae--RS_GCF_018437265.1	997	496	0	1493
s__GWA2-73-35_sp001790205--GB_GCA_001790205.1	1822	2816	1997	6635
s__Frankia_irregularis--RS_GCF_001536285.1	5512	2529	3374	11415
s__Gallibacter_brachus--GB_GCA_000488855.1	1138	2165	198	3501
s__GCA-002718515_sp018665385--GB_GCA_018665385.1	884	1208	835	2927
s__GCA-2731375_sp018667855--GB_GCA_018667855.1	3376	2955	1520	7851
s__Gelidibacter_algens--RS_GCF_001678675.1	3629	580	0	4209
s__Galligastranaerophilus_faecipullorum--GB_GCA_018713115.1	1542	506	0	2048
s__Fredricksoniimonas_sp903959815--GB_GCA_903959815.1	1486	553	0	2039
s__GWA1-44-29_sp001778695--GB_GCA_001778695.1	616	385	177	1178
s__GW2011-AR9_sp10194u--GB_GCA_013331635.1	492	916	856	2264
s__GCA-2686765_sp013349695--GB_GCA_013349695.1	841	1866	1322	4029
s__GCA-2402195_sp017302595--GB_GCA_017302595.1	908	564	0	1472
s__GCA-2721545_sp014237605--GB_GCA_014237605.1	1018	1034	0	2052
s__Fructobacillus_sp001038455--RS_GCF_001038455.1	1282	747	0	2029
s__GCA-002784865_sp002788395--GB_GCA_002788395.1	580	409	336	1325
s__Gelidibacter_japonicus--RS_GCF_010725055.1	3178	1557	0	4735
s__Ga0077527_sp019744975--GB_GCA_019744975.1	2615	1515	0	4130
s__GCA-002772825_sp024654625--GB_GCA_024654625.1	667	265	0	932
s__Fundidesulfovibrio_sp016208105--GB_GCA_016208105.1	3544	569	0	4113
s__Frigoribacterium_sp001424645--RS_GCF_001424645.1	2334	1248	934	4516
s__GCA-2697345_sp002697345--GB_GCA_002697345.1	1426	2823	846	5095
s__Gemella_haemolysans_A--RS_GCF_012273215.1	1791	156	0	1947
s__Galloscillospira_B_sp017427525--GB_GCA_017427525.1	859	668	437	1964
s__GCA-2687515_sp018674495--GB_GCA_018674495.1	3991	2744	1180	7915
s__GW2011-AR10_sp000830275--GB_GCA_000830275.1	913	293	405	1611
s__GWA2-42-14_sp000998135--GB_GCA_000998135.1	984	295	316	1595
s__GCF-002259525_sp020881075--GB_GCA_020881075.1	707	935	325	1967
s__GAS188_sp019247795--GB_GCA_019247795.1	2127	4089	2183	8399
s__GCA-2732755_sp020639255--GB_GCA_020639255.1	2446	721	0	3167
s__GWC1-49-16_sp001029675--GB_GCA_001029675.1	1028	975	226	2229
s__Gallionella_sp013044075--GB_GCA_013044075.1	1798	761	0	2559
s__Fructilactobacillus_sanfranciscensis--RS_GCF_001436035.1	1016	976	1181	3173
s__GCA-2686295_sp018819065--GB_GCA_018819065.1	1344	309	269	1922
s__Gemella_haemolysans_B--RS_GCF_001553035.1	955	1657	709	3321
s__Fusobacterium_animalis--RS_GCF_000158275.2	1441	3440	3999	8880
s__Geminisphaera_sp000242935--GB_GCA_000242935.3	3575	4583	0	8158
s__Furfurilactobacillus_siliginis--RS_GCF_001437435.1	1980	50	0	2030
s__GCA-2786225_sp009991425--GB_GCA_009991425.1	2999	1207	0	4206
s__GWC2-70-10_sp001795345--GB_GCA_001795345.1	1102	1692	0	2794
s__GCA-002748415_sp002748415--GB_GCA_002748415.1	1456	2266	0	3722
s__GCA-000496135_sp000496135--GB_GCA_000496135.1	925	4258	1190	6373
s__GCA-2737725_sp002737725--GB_GCA_002737725.1	2419	641	0	3060
s__Furfurilactobacillus_milii--RS_GCF_021654115.1	2030	230	610	2870
s__Fusobacterium_A_varium--RS_GCF_900637705.1	2366	3145	1585	7096
