gtdb_species_clade_id	ta_core	ta_accessory	ta_singleton	ta_total	median_size_mb	n_genomes_seen	ta_per_mb
s__Cellulomonas_sp023388235--GB_GCA_023388235.1	1	0	2	3	2.109296	2.0	1.4222754890731315
s__Cellulomonas_sp023432565--GB_GCA_023432565.1	0	3	1	4	3.265161	3.0	1.225054446013535
s__Cellulomonas_sp023438885--GB_GCA_023438885.1	2	7	4	13	2.818724	3.0	4.6120159334507385
s__Cellulomonas_sp024508275--RS_GCF_024508275.1	13	3	0	16	4.118098	3.0	3.885288791087536
s__Cellulomonas_sp024508315--RS_GCF_024508315.1	5	2	3	10	4.208215	3.0	2.3763044426199706
s__Cellulomonas_uda--RS_GCF_006538705.1	2	9	3	14	2.940292	8.0	4.761431857788274
s__Cellulophaga_algicola--RS_GCF_000186265.1	0	3	8	11	4.945754	3.0	2.224130031538164
s__Cellulophaga_baltica--RS_GCF_900102165.1	0	1	7	8	4.527256	7.0	1.7670748020434452
s__Cellulophaga_lytica--RS_GCF_000190595.1	0	0	5	5	3.765936	6.0	1.3276911769079454
s__Cellulophaga_sp019278565--RS_GCF_019278565.1	2	0	5	7	4.5388	2.0	1.542257865515114
s__Cellulosilyticum_lentocellum--RS_GCF_000178835.2	4	3	2	9	3.929149	11.0	2.2905723351290574
s__Cellulosimicrobium_cellulans--RS_GCF_006539945.1	14	0	8	22	4.595203	2.0	4.787601331214312
s__Cellulosimicrobium_cellulans_D--RS_GCF_016907755.1	10	0	7	17	4.788922	2.0	3.5498594464474467
s__Cellulosimicrobium_cellulans_E--RS_GCF_001019615.1	6	4	1	11	4.658729	3.0	2.36115901998163
s__Cellulosimicrobium_cinnabarinum--GB_GCA_003052455.1	16	0	1	17	4.387525	2.0	3.8746217970267973
s__Cellulosimicrobium_composti--RS_GCF_009711085.1	5	1	4	10	4.307178	3.0	2.3217057665134804
s__Cellulosimicrobium_funkei--RS_GCF_004519295.1	10	18	5	33	4.327705	20.0	7.625288692274543
s__Cellvibrio_japonicus--RS_GCF_000019225.1	18	0	0	18	4.576586	3.0	3.9330627677487104
s__Cellvibrio_sp000263355--RS_GCF_008806955.1	2	10	18	30	4.658727	4.0	6.439527364449559
s__Cellvibrio_sp002007605--RS_GCF_002007605.1	9	0	13	22	4.705304	2.0	4.6755746281217965
s__Cellvibrio_sp008806975--RS_GCF_008806975.1	4	0	26	30	5.264114	2.0	5.698964726067862
s__Cenarchaeum_sp003724275--GB_GCA_003724275.1	1	1	0	2	1.226121	3.0	1.631160383029081
s__Centipeda_artemidis--RS_GCF_000426665.1	5	11	6	22	2.301587	7.0	9.558621942164255
s__Centipeda_felix--RS_GCF_900186465.1	7	11	18	36	2.458072	5.0	14.645624700985163
s__Centipeda_massiliensis--RS_GCF_900290285.1	10	0	17	27	1.934914	2.0	13.954108554695454
s__Centipeda_noxia--RS_GCF_000160555.1	2	7	3	12	1.988923	5.0	6.033416074931005
s__Centipeda_periodontii--RS_GCF_000213975.1	7	0	15	22	2.403355	2.0	9.153870318783534
s__Centipeda_sp000315545--RS_GCF_000315545.1	6	0	2	8	2.06754	2.0	3.8693326368534584
s__Centipeda_sp015265235--GB_GCA_015265235.1	2	18	14	34	1.938982	6.0	17.5349745381855
s__Centipeda_timonae--RS_GCF_014250475.1	13	0	5	18	2.351879	2.0	7.653454960905727
s__Cephaloticoccus_sp002713695--GB_GCA_002713695.1	1	0	0	1	2.615599	2.0	0.3823216020498555
s__Cephaloticoccus_sp021734075--GB_GCA_021734075.1	7	0	3	10	3.529077	2.0	2.833602100492565
s__Cephaloticoccus_sp024233285--GB_GCA_024233285.1	8	0	8	16	3.167253	2.0	5.051696217510884
s__Cerasibacillus_quisquiliarum--RS_GCF_014202495.1	3	0	0	3	2.772616	2.0	1.082010635443206
s__Cerasicoccus_arenae--RS_GCF_014651635.1	4	0	2	6	4.127484	2.0	1.45367008085313
s__Cereibacter_A_azotoformans--GB_GCA_017599285.1	2	24	16	42	4.4145	5.0	9.514101257220522
s__Cereibacter_A_johrii--RS_GCF_001720585.1	4	1	0	5	4.591358	3.0	1.0890024258618038
s__Cereibacter_A_sp002407205--RS_GCF_002407205.1	0	6	11	17	4.437113	5.0	3.8313200497711013
s__Cereibacter_A_sphaeroides--RS_GCF_000012905.2	0	12	5	17	4.649054	21.0	3.6566578921217094
s__Cereibacter_changlensis--RS_GCF_003034985.1	3	8	9	20	4.881442	4.0	4.097149981501368
s__Cetia_pacifica--RS_GCF_003752135.1	3	5	1	9	1.858153	3.0	4.843519344209008
s__Cetobacterium_A_somerae--RS_GCF_000479045.1	0	0	3	3	3.068248	3.0	0.9777566872039026
s__Cetobacterium_A_sp000799075--RS_GCF_000799075.1	1	0	3	4	2.738314	3.0	1.4607528574151833
s__Cetobacterium_A_sp905216205--RS_GCF_022430525.1	0	1	2	3	2.973411	3.0	1.0089422552079077
s__Cetobacterium_ceti--RS_GCF_900167275.1	0	0	2	2	2.56736	2.0	0.7790103452573851
s__Ch104c_sp013426185--GB_GCA_013426185.1	1	0	1	2	0.702745	2.0	2.845982539897118
s__Ch115_sp013178415--GB_GCA_013178415.1	30	0	31	61	2.422785	2.0	25.17763648033152
s__Ch128b_sp013177855--GB_GCA_013177855.1	3	0	1	4	3.000886	2.0	1.3329396718169235
s__Ch130_sp013177945--GB_GCA_013177945.1	21	0	22	43	2.248108	2.0	19.127194956825917
s__Changpingibacter_sp015679245--GB_GCA_015679245.1	3	0	0	3	1.912309	3.0	1.5687841243230043
s__Changpingibacter_sp022648165--GB_GCA_022648165.1	1	7	1	9	1.936246	10.0	4.648169705708883
s__Changpingibacter_yushuensis--RS_GCF_014041995.1	3	0	2	5	2.564976	2.0	1.9493359781923885
s__Chania_multitudinisentens--RS_GCF_000520015.2	10	0	0	10	5.413191	2.0	1.8473392126751116
s__Chania_oryzae--RS_GCF_001976145.1	6	6	9	21	5.012778	3.0	4.189293840660807
s__Chania_sp000743355--RS_GCF_000743355.1	26	0	0	26	5.324817	2.0	4.882796911142674
s__Chazhemtobacterium_aquaticus--RS_GCF_009936135.1	0	0	2	2	0.730489	4.0	2.737892014801044
s__Chelativorans_multitrophicus--RS_GCF_011317445.1	9	0	3	12	4.798186	2.0	2.500945148854171
s__Chelatococcus_A_caeni--RS_GCF_014196925.1	10	0	7	17	5.243734	3.0	3.241964600035013
s__Chelatococcus_A_sambhunathii--RS_GCF_001418005.1	4	7	9	20	4.218003	4.0	4.741580316562127
s__Chelatococcus_asaccharovorans--RS_GCF_003201475.1	21	0	0	21	7.254611	2.0	2.894710688140274
s__Chelatococcus_sp018398315--RS_GCF_018398315.1	12	0	3	15	6.165793	2.0	2.4327770977715275
s__Chelatococcus_sp018398335--RS_GCF_018398335.1	2	5	3	10	6.713379	4.0	1.4895628564989405
s__Chelonobacter_aquarius--RS_GCF_004342725.1	13	41	1	55	2.690094	10.0	20.44538220597496
s__Chelonobacter_sp006228005--GB_GCA_006228005.1	24	0	0	24	2.64899	5.0	9.060056851856746
s__Chelonobacter_testudinis--RS_GCF_900176075.1	25	0	0	25	2.918733	2.0	8.565360380685728
s__Chersky-822_sp021792855--GB_GCA_021792855.1	5	0	24	29	4.712588	2.0	6.153731240668609
s__Chiayiivirga_sp022647565--GB_GCA_022647565.1	11	0	4	15	3.678035	2.0	4.078264616840242
s__Chimaeribacter_arupi--RS_GCF_002858805.1	7	8	5	20	4.877656	6.0	4.100330158584369
s__Chimaeribacter_coloradensis--RS_GCF_002858715.1	6	0	5	11	3.803778	2.0	2.8918617227398657
s__Chishuiella_changwenlii--RS_GCF_900142565.1	4	0	0	4	3.431882	2.0	1.1655412394715203
s__Chitinibacter_tainanensis--RS_GCF_000429785.1	1	0	1	2	3.425989	2.0	0.5837730360488607
s__Chitinimonas_sp002735695--RS_GCF_002735695.1	14	0	0	14	4.743076	2.0	2.9516710253008807
s__Chitinophaga_barathri--RS_GCF_003807585.1	5	0	0	5	6.86182	2.0	0.7286696532406854
s__Chitinophaga_costaii--RS_GCF_900094705.1	4	0	0	4	5.07444	2.0	0.788264320792048
s__Chitinophaga_ginsengisegetis--RS_GCF_900168065.1	2	0	5	7	7.852583	2.0	0.8914264261835882
s__Chitinophaga_oryzae--RS_GCF_012516375.2	1	0	2	3	8.363885	2.0	0.3586849890929873
s__Chitinophaga_pinensis_A--GB_GCA_902167325.1	1	0	0	1	6.365204	3.0	0.15710415565628374
s__Chitinophaga_solisilvae--RS_GCF_009928525.1	0	0	2	2	7.98741	2.0	0.2503940576482239
s__Chitinophaga_sp001975825--RS_GCF_001975825.1	1	0	4	5	3.786279	2.0	1.3205577296337645
s__Chitinophaga_sp002290065--RS_GCF_002290065.1	3	0	0	3	7.661303	2.0	0.39157829940938244
s__Chitinophaga_sp012726295--RS_GCF_012726295.1	3	0	3	6	7.952498	2.0	0.7544799131040334
s__Chitinophaga_terrae--RS_GCF_900107795.1	4	0	0	4	6.602277	2.0	0.6058515872630004
s__Chitinophaga_vietnamensis--RS_GCF_902167635.1	1	0	0	1	6.308408	2.0	0.15851859930429357
s__Chlamydia_muridarum--RS_GCF_000006685.1	0	1	0	1	1.072952	28.0	0.9320081420231288
s__Chlamydia_suis--RS_GCF_900169085.1	0	1	0	1	1.093087	58.0	0.9148402643156492
s__Chlamydia_trachomatis--RS_GCF_000012125.1	0	1	0	1	1.046218	167.0	0.9558237384560387
s__Chlamydophila_ibidis--RS_GCF_000454725.1	1	0	0	1	1.146066	2.0	0.8725500974638458
s__Chloracidobacterium_aggregatum--RS_GCF_018304765.1	4	2	5	11	3.75747	7.0	2.927501749847637
s__Chloracidobacterium_thermophilum--RS_GCF_000226295.1	6	1	0	7	3.695372	3.0	1.8942612543473296
s__Chlorobaculum_sp013334335--GB_GCA_013334335.1	1	0	0	1	2.181391	2.0	0.4584230887539189
s__Chlorobaculum_sp013334925--GB_GCA_013334925.1	3	0	2	5	2.244188	2.0	2.2279773352321643
s__Chlorobaculum_sp903929135--GB_GCA_903929135.1	2	0	2	4	2.140405	2.0	1.8688052027536846
s__Chlorobaculum_tepidum--RS_GCF_000006985.1	3	0	0	3	2.104485	2.0	1.4255269103842507
s__Chlorobium_A_marina--RS_GCF_003182595.1	6	0	4	10	2.718726	2.0	3.678193389109458
s__Chlorobium_A_phaeobacteroides_A--GB_GCA_016776555.1	11	0	21	32	2.125848	2.0	15.05281657014048
s__Chlorobium_ferrooxidans--RS_GCF_000168715.1	19	0	46	65	2.538957	2.0	25.601063743891686
s__Chlorobium_limicola--RS_GCF_000020465.1	12	0	13	25	2.31693	2.0	10.790140401306902
s__Chlorobium_masyuteum--RS_GCF_011601315.1	17	0	16	33	2.321996	2.0	14.211910787098686
s__Chlorobium_phaeoclathratiforme--RS_GCF_000020645.1	59	0	9	68	2.666038	2.0	25.50601304257479
s__Chlorobium_phaeovibrioides--RS_GCF_003968655.1	0	4	2	6	2.017051	6.0	2.97463970915956
s__Chlorobium_sp005843825--GB_GCA_005843825.1	19	32	20	71	2.073565	50.0	34.240547077135275
s__Chlorobium_sp005843835--GB_GCA_005843835.1	9	23	21	53	2.421986	59.0	21.882868026487355
s__Chlorobium_sp013334435--GB_GCA_013334435.1	0	0	3	3	1.889731	2.0	1.5875275369880686
s__Chlorobium_sp013334755--GB_GCA_013334755.1	5	0	1	6	2.110714	2.0	2.8426399786991507
s__Chlorobium_sp013335405--GB_GCA_013335405.1	3	0	3	6	2.208503	2.0	2.7167724019392323
s__Chlorobium_sp016927285--GB_GCA_016927285.1	9	4	2	15	2.389213	6.0	6.278217973868383
s__Chlorobium_sp903820085--GB_GCA_903820085.1	4	11	7	22	2.548641	14.0	8.632051355997177
s__Chlorobium_sp903822595--GB_GCA_903822595.1	30	23	11	64	2.893948	3.0	22.115117479650635
s__Chlorobium_sp903824045--GB_GCA_903824045.1	3	2	1	6	2.081271	6.0	2.8828537946283785
s__Chlorobium_sp903824295--GB_GCA_903824295.1	22	12	10	44	2.848724	3.0	15.445511744907545
s__Chlorobium_sp903836465--GB_GCA_903836465.1	36	15	13	64	2.6284	12.0	24.349414092223405
s__Chlorobium_sp903840935--GB_GCA_903840935.1	6	23	17	46	2.101041	5.0	21.893908781408836
s__Chlorobium_sp903843305--GB_GCA_903843305.1	13	52	18	83	2.572706	17.0	32.26175085687987
s__Chlorobium_sp903851385--GB_GCA_903851385.1	27	23	8	58	2.81936	3.0	20.572044719368932
s__Chlorobium_sp903851535--GB_GCA_903851535.1	17	24	20	61	2.494942	4.0	24.44946615993478
s__Chlorobium_sp903859055--GB_GCA_903859055.1	26	18	49	93	1.926904	3.0	48.26395087663942
s__Chlorobium_sp903865705--GB_GCA_903865705.1	26	6	16	48	2.173196	6.0	22.087285270173513
s__Chlorobium_sp903866255--GB_GCA_903866255.1	57	1	4	62	2.804488	3.0	22.107422103428505
s__Chlorobium_sp903869365--GB_GCA_903869365.1	22	38	28	88	2.832918	33.0	31.06337705503654
s__Chlorobium_sp903871235--GB_GCA_903871235.1	28	33	12	73	3.207472	5.0	22.759356901634682
s__Chlorobium_sp903882665--GB_GCA_903882665.1	28	22	11	61	2.806896	7.0	21.73219100387047
s__Chlorobium_sp903887845--GB_GCA_903887845.1	26	0	3	29	2.602362	2.0	11.143722510550031
s__Chlorobium_sp903895195--GB_GCA_903895195.1	8	29	20	57	2.183747	65.0	26.101924810886977
s__Chlorobium_sp903904495--GB_GCA_903904495.1	8	0	14	22	2.066648	2.0	10.645257441034952
s__Chlorobium_sp903908555--GB_GCA_903908555.1	28	0	25	53	2.619963	2.0	20.22929331444757
s__Chlorobium_sp903915955--GB_GCA_903915955.1	24	35	32	91	2.1607	5.0	42.11598093210534
s__Chlorobium_sp903917955--GB_GCA_903917955.1	26	0	18	44	2.416886	2.0	18.205244268864977
s__Chlorobium_sp903928225--GB_GCA_903928225.1	6	6	2	14	2.494003	5.0	5.6134655812362695
s__Chlorobium_sp903929845--GB_GCA_903929845.1	14	13	12	39	2.231018	5.0	17.48080920906958
s__Chlorobium_sp903937835--GB_GCA_903937835.1	75	15	4	94	2.95778	6.0	31.780592200907435
s__Chlorobium_sp903939765--GB_GCA_903939765.1	42	3	4	49	2.924258	3.0	16.756387432299064
s__Chlorobium_sp903940125--GB_GCA_903940125.1	10	60	27	97	2.48338	14.0	39.059668677367135
s__Chlorobium_sp903942355--GB_GCA_903942355.1	7	0	7	14	2.170072	2.0	6.451398847595841
s__Chlorobium_sp903994365--GB_GCA_903994365.1	11	31	47	89	1.947935	6.0	45.68940955422024
s__Chlorobium_sp903994455--GB_GCA_903994455.1	15	76	30	121	2.84465	13.0	42.53598861019809
s__Chlorobium_sp903994525--GB_GCA_903994525.1	24	52	36	112	2.332812	27.0	48.010726968139736
s__Chlorobium_sp903994635--GB_GCA_903994635.1	21	65	32	118	2.316091	12.0	50.947911804847045
s__Chloroflexus_aurantiacus--RS_GCF_000018865.1	8	1	0	9	4.900121	4.0	1.836689338895917
s__Chloroflexus_sp000516515--RS_GCF_000516515.1	2	3	3	8	4.141272	3.0	1.9317736193131
s__Chloroflexus_sp000735195--RS_GCF_000735195.1	2	3	3	8	4.050294	5.0	1.975165259608315
s__Chlorogloeopsis_fritschii--RS_GCF_000317285.1	26	31	17	74	7.649851	4.0	9.673391024217334
s__ChocPot-Mid_sp003731675--GB_GCA_003731675.1	5	0	5	10	2.711369	2.0	3.688173760192729
s__Choladocola_avistercoris--RS_GCF_002160135.1	4	8	5	17	2.76127	9.0	6.156587367407027
s__Choladocola_sp001941045--GB_GCA_001941045.1	23	0	5	28	2.9827	2.0	9.387467730579676
s__Choladocola_sp002491115--GB_GCA_002491115.1	37	0	5	42	3.81394	2.0	11.012234067657069
s__Choladocola_sp003480725--GB_GCA_003480725.1	2	16	22	40	3.127632	13.0	12.789228400272155
s__Choladocola_sp003481535--GB_GCA_018228645.1	2	12	19	33	2.457353	9.0	13.429084059148197
s__Choladocola_sp009774135--GB_GCA_910574805.1	6	9	4	19	3.731199	4.0	5.092196905069925
s__Choladocola_sp009774145--GB_GCA_009774145.1	3	11	7	21	4.013537	4.0	5.232292613722011
s__Choladocola_sp009774155--GB_GCA_009774155.1	3	0	8	11	2.989727	2.0	3.6792656988413994
s__Choladocola_sp018223365--GB_GCA_018223365.1	2	0	16	18	2.555892	2.0	7.042551093708185
s__Choladocola_sp910574965--GB_GCA_910574965.1	2	9	0	11	3.420385	4.0	3.2160122325410736
s__Choladocola_sp910575445--GB_GCA_910575445.1	8	12	3	23	4.124703	6.0	5.5761590592098385
s__Choladocola_sp910583615--GB_GCA_910583615.1	8	0	9	17	3.142941	2.0	5.408946588561478
s__Choladocola_sp910584945--GB_GCA_910584945.1	9	0	15	24	2.87218	2.0	8.356022254872604
s__Choladousia_intestinavium--GB_GCA_018712785.1	3	5	12	20	2.969554	3.0	6.735018120566253
s__Choladousia_intestinigallinarum--GB_GCA_018712605.1	2	1	8	11	3.242338	3.0	3.3926136016664517
s__Choladousia_intestinipullorum--GB_GCA_018711885.1	4	0	10	14	2.209737	2.0	6.335595593502756
s__Choladousia_sp003612585--GB_GCA_003612585.1	2	0	8	10	2.999386	2.0	3.334015695212287
s__Choladousia_sp020859985--GB_GCA_020859985.1	7	0	17	24	3.581814	2.0	6.700515437150003
s__Choladousia_sp021199655--GB_GCA_021199655.1	9	0	21	30	2.556484	2.0	11.734867106541639
s__Choladousia_sp021200475--GB_GCA_021200475.1	5	0	7	12	3.209378	2.0	3.73904226924968
s__Choladousia_sp900757145--GB_GCA_900757145.1	2	0	0	2	2.164229	2.0	0.9241166253663544
s__Choladousia_sp902363135--GB_GCA_902363135.1	2	5	11	18	2.24705	8.0	8.010502659041855
s__Choladousia_sp902363665--GB_GCA_902363665.1	1	4	5	10	3.022033	5.0	3.3090307087976867
s__Christensenella_hongkongensis--RS_GCF_000981035.1	2	4	0	6	2.700231	6.0	2.2220321150301583
s__Christensenella_massiliensis--GB_GCA_900155415.1	2	0	1	3	1.620377	2.0	1.8514209964718087
s__Christensenella_minuta--RS_GCF_003628755.1	2	2	6	10	2.93715	7.0	3.4046609808828285
s__Christensenella_timonensis--RS_GCF_900087015.1	3	0	1	4	2.013193	2.0	1.9868934573088624
s__Chromatium_okenii_A--RS_GCF_002958735.1	22	0	24	46	3.784749	2.0	12.15404244772903
s__Chromatium_sp903897335--GB_GCA_903897335.1	13	0	7	20	3.09415	2.0	6.463810739621544
s__Chromatocurvus_halotolerans--RS_GCF_004340525.1	17	0	1	18	3.910325	2.0	4.603197943904918
s__Chromobacterium_alkanivorans--RS_GCF_016937655.1	2	3	1	6	5.176401	5.0	1.1591064911702165
s__Chromobacterium_amazonense--RS_GCF_001855565.1	0	0	4	4	4.295151	3.0	0.931282741864023
s__Chromobacterium_aquaticum--RS_GCF_021129195.1	4	0	6	10	4.957037	2.0	2.0173341453775713
s__Chromobacterium_haemolyticum--RS_GCF_000711885.1	0	6	5	11	5.115736	15.0	2.1502282369535877
s__Chromobacterium_haemolyticum_A--RS_GCF_002081825.1	1	0	8	9	5.295364	2.0	1.6995998764202045
s__Chromobacterium_phragmitis--RS_GCF_003325475.1	0	0	2	2	4.801308	2.0	0.4165531559316753
s__Chromobacterium_piscinae--RS_GCF_021129175.1	0	0	2	2	4.939655	4.0	0.40488657608679146
s__Chromobacterium_sinusclupearum--RS_GCF_002902845.1	0	0	3	3	4.377894	2.0	0.6852609953553009
s__Chromobacterium_sp002213445--GB_GCA_002213445.1	0	0	3	3	3.978285	2.0	0.754093786644245
s__Chromobacterium_sp003052555--RS_GCF_020544465.1	2	3	6	11	5.33404	4.0	2.0622267549549687
s__Chromobacterium_sphagni--RS_GCF_001855555.1	1	0	2	3	4.742027	2.0	0.6326408516864201
s__Chromobacterium_subtsugae--RS_GCF_001676875.1	0	1	1	2	4.709528	10.0	0.42467100737059005
s__Chromobacterium_vaccinii--RS_GCF_000971335.1	0	3	1	4	4.967635	8.0	0.805212138170377
s__Chromobacterium_violaceum--RS_GCF_000007705.1	0	1	0	1	4.758994	29.0	0.21012844311213671
s__Chromohalobacter_beijerinckii--RS_GCF_023061185.1	0	9	10	19	3.376283	4.0	5.62749034959451
s__Chromohalobacter_canadensis--RS_GCF_023061155.1	7	0	7	14	3.546649	2.0	3.9473880837940265
s__Chromohalobacter_israelensis--GB_GCA_000761475.1	0	5	7	12	3.660991	7.0	3.2778010107099416
s__Chromohalobacter_marismortui--RS_GCF_004364315.1	7	1	2	10	3.416867	3.0	2.9266576662187904
s__Chromohalobacter_moromii--RS_GCF_023091865.1	5	0	1	6	3.421152	2.0	1.753795212840587
s__Chroococcidiopsis_thermalis--RS_GCF_000317125.1	11	56	36	103	6.915784	8.0	14.893466886762223
s__Chryseobacterium_antibioticum--RS_GCF_012927325.1	0	0	2	2	4.638664	2.0	0.43115862670803484
s__Chryseobacterium_aquaticum--RS_GCF_001420285.1	0	0	6	6	3.813178	2.0	1.573490668413591
s__Chryseobacterium_aquaticum_A--RS_GCF_012952015.1	1	0	0	1	4.011909	2.0	0.24925789692637593
s__Chryseobacterium_arthrosphaerae--RS_GCF_001684965.1	0	1	3	4	5.291921	10.0	0.755869182476458
s__Chryseobacterium_balustinum--RS_GCF_900168205.1	14	0	0	14	4.857813	3.0	2.8819553161062395
s__Chryseobacterium_bernardetii--RS_GCF_003815975.1	0	0	1	1	5.183727	3.0	0.1929113936748598
s__Chryseobacterium_bernardetii_B--RS_GCF_014218825.1	0	2	0	2	5.29436	4.0	0.377760484742254
s__Chryseobacterium_binzhouense--RS_GCF_007474545.1	7	0	1	8	3.611169	2.0	2.2153491016344016
s__Chryseobacterium_candidae--RS_GCF_004916905.1	0	0	4	4	4.67616	3.0	0.8554027236022719
s__Chryseobacterium_capnotolerans--RS_GCF_021278965.1	1	0	3	4	5.390133	3.0	0.7420967163518971
s__Chryseobacterium_carnipullorum--RS_GCF_900142785.1	2	1	1	4	5.458793	5.0	0.7327627187914985
s__Chryseobacterium_contaminans--RS_GCF_001684955.1	1	0	0	1	4.68784	2.0	0.21331786067783887
s__Chryseobacterium_cucumeris--RS_GCF_001593385.1	0	0	1	1	5.111118	7.0	0.19565191020829492
s__Chryseobacterium_culicis--RS_GCF_900108365.1	1	1	1	3	4.86456	6.0	0.6167053135329814
s__Chryseobacterium_fistulae--RS_GCF_902729325.1	0	0	3	3	4.040985	2.0	0.7423932531301155
s__Chryseobacterium_flavum--RS_GCF_003385595.1	0	1	0	1	4.660937	3.0	0.2145491346482478
s__Chryseobacterium_formosense--RS_GCF_900116415.1	3	4	3	10	4.432606	3.0	2.2560092189560725
s__Chryseobacterium_gallinarum--RS_GCF_001021975.1	0	2	1	3	4.455926	4.0	0.6732607318882764
s__Chryseobacterium_gambrini--RS_GCF_900156825.1	4	10	14	28	4.588649	6.0	6.102013904310397
s__Chryseobacterium_geocarposphaerae--RS_GCF_002797535.1	0	0	3	3	4.113083	4.0	0.7293798836541836
s__Chryseobacterium_gleum--RS_GCF_900636535.1	0	3	1	4	4.842792	8.0	0.8259698124552943
s__Chryseobacterium_hispalense--RS_GCF_000708615.2	5	0	3	8	4.363762	2.0	1.8332805501308274
s__Chryseobacterium_indologenes--GB_GCA_016025055.1	0	1	2	3	4.819668	61.0	0.6224495131199909
s__Chryseobacterium_indoltheticum--RS_GCF_003815915.1	8	8	10	26	4.253895	6.0	6.112045548844059
s__Chryseobacterium_joostei--RS_GCF_003815775.1	0	2	0	2	4.890621	3.0	0.4089460213743817
s__Chryseobacterium_lactis--RS_GCF_003815875.1	1	0	0	1	5.6182	3.0	0.17799295147912142
s__Chryseobacterium_mucoviscidosis--RS_GCF_002177115.1	2	16	6	24	4.498474	9.0	5.335142539447822
s__Chryseobacterium_nepalense--RS_GCF_023195755.1	3	0	4	7	3.650235	2.0	1.917684751803651
s__Chryseobacterium_pennae--RS_GCF_003385515.1	0	0	2	2	5.777209	2.0	0.3461879256921465
s__Chryseobacterium_piscicola--RS_GCF_900156685.1	6	0	0	6	3.444097	2.0	1.7421112123148679
s__Chryseobacterium_piscium--RS_GCF_003385415.1	2	6	8	16	4.638815	3.0	3.449156735071349
s__Chryseobacterium_potabilaquae--RS_GCF_902728265.1	1	0	4	5	4.345533	2.0	1.1506068415543043
s__Chryseobacterium_rhizoplanae--RS_GCF_900182655.1	0	0	3	3	5.008467	2.0	0.5989856776534617
s__Chryseobacterium_scophthalmum--RS_GCF_900143185.1	1	12	5	18	4.468393	5.0	4.028293840761097
s__Chryseobacterium_sediminis--RS_GCF_008386505.1	0	0	1	1	4.842127	2.0	0.2065208120315721
s__Chryseobacterium_shandongense--RS_GCF_003815835.1	2	2	3	7	4.396348	4.0	1.592230642342235
s__Chryseobacterium_sp001424145--RS_GCF_001424145.1	7	0	0	7	3.934211	2.0	1.7792639998210569
s__Chryseobacterium_sp001677955--RS_GCF_001677955.1	9	0	0	9	4.661207	2.0	1.9308303621787233
s__Chryseobacterium_sp002455915--GB_GCA_002455915.1	0	0	14	14	4.095088	2.0	3.4187299515907843
s__Chryseobacterium_sp003182335--RS_GCF_016775705.1	0	2	1	3	4.869458	4.0	0.6160849934428021
s__Chryseobacterium_sp003815715--RS_GCF_003815715.1	0	0	2	2	5.276141	2.0	0.3790649264301314
s__Chryseobacterium_sp004119455--RS_GCF_004119455.1	2	0	0	2	5.081684	2.0	0.393570320389855
s__Chryseobacterium_sp006829085--RS_GCF_006829085.1	0	0	2	2	5.162373	2.0	0.38741873165693375
s__Chryseobacterium_sp013153155--RS_GCF_018603435.1	2	7	8	17	4.837804	3.0	3.5139910587531036
s__Chryseobacterium_sp014779605--RS_GCF_014779605.1	7	7	6	20	4.841852	4.0	4.130650833606644
s__Chryseobacterium_sp017808115--RS_GCF_022811665.1	1	0	11	12	3.238712	2.0	3.7051766257697505
s__Chryseobacterium_sp019613955--RS_GCF_019613955.1	0	0	1	1	3.411563	3.0	0.29312077777839657
s__Chryseobacterium_sp020991435--RS_GCF_020991435.1	6	0	3	9	4.549318	2.0	1.9783185084005996
s__Chryseobacterium_sp913774355--GB_GCA_913774355.1	1	10	1	12	4.317698	14.0	2.779258762423866
s__Chryseobacterium_sp913775525--GB_GCA_913775525.1	1	1	4	6	4.02303	10.0	1.4914131885668265
s__Chryseobacterium_sp913777465--GB_GCA_913777465.1	9	0	3	12	4.07066	2.0	2.947924906526214
s__Chryseobacterium_sp913778085--GB_GCA_913778085.1	2	0	4	6	3.507483	2.0	1.7106283907862132
s__Chryseobacterium_sp918698085--RS_GCF_918698085.1	1	0	1	2	5.066124	3.0	0.3947791250273384
s__Chryseobacterium_taihuense--RS_GCF_900103755.1	2	2	3	7	3.685675	3.0	1.8992450500925884
s__Chryseobacterium_vrystaatense--RS_GCF_000737765.1	0	0	3	3	5.436094	2.0	0.5518668367397621
s__Chryseoglobus_frigidaquae--RS_GCF_014200395.1	15	0	0	15	2.493239	2.0	6.016270401674288
s__Chryseoglobus_sp002280615--GB_GCA_002280615.1	0	0	15	15	1.809315	2.0	8.290430356239792
s__Chryseoglobus_sp013823625--GB_GCA_013823625.1	4	0	0	4	2.394165	2.0	1.6707286256377483
s__Chryseolinea_sp023412765--GB_GCA_023412765.1	2	0	4	6	4.88484	2.0	1.2282899746972267
s__Chth-196_sp903916085--GB_GCA_903916085.1	19	0	3	22	3.417828	2.0	6.436836493820052
s__Chth-196_sp903919125--GB_GCA_903919125.1	56	3	0	59	4.319646	6.0	13.658526647785491
s__Chthoniobacter_flavus--RS_GCF_000173075.1	11	0	2	13	7.793256	2.0	1.668108939318816
s__Chthoniobacter_sp903874975--GB_GCA_903874975.1	6	38	17	61	3.434155	5.0	17.76273930559337
s__Chthonomonas_calidirosea--RS_GCF_000427095.1	1	0	0	1	3.437861	4.0	0.2908785433733359
