gtdb_species_clade_id,total_clusters,annotated_clusters,cog_annotated_clusters,cog_fraction,any_anno_fraction,species_lifestyle,phylum
s__CAG-1024_sp000432015--GB_GCA_000432015.1,7093,3767,3397,0.47892288171436626,0.5310869871704498,host_associated,p__Bacillota_A
s__HTCC2207_sp002378645--GB_GCA_025153775.1,4738,3326,3228,0.6813001266357113,0.7019839594765724,free_living,p__Pseudomonadota
s__Xanthomonas_phaseoli--GB_GCA_022749655.1,17746,8992,8184,0.46117434914910405,0.5067057365040009,host_associated,p__Pseudomonadota
s__Dietzia_cinnamea--RS_GCF_001571065.1,8729,5445,4957,0.56787719097262,0.6237827929888876,host_associated,p__Actinomycetota
s__Mesorhizobium_australicum--RS_GCF_000230995.2,16896,11801,10684,0.6323390151515151,0.6984493371212122,free_living,p__Pseudomonadota
s__Blautia_coccoides--RS_GCF_900461125.1,15728,11721,10273,0.6531663275686673,0.7452314343845371,host_associated,p__Bacillota_A
s__Sutterella_wadsworthensis_A--RS_GCF_000297775.1,5275,3243,3033,0.5749763033175356,0.6147867298578199,host_associated,p__Pseudomonadota
s__Aerococcus_urinae_D--RS_GCF_002884575.1,3239,2429,2291,0.7073170731707317,0.749922815683853,host_associated,p__Bacillota
s__ASP10-02a_sp002335115--GB_GCA_002335115.1,6046,4052,3962,0.6553092954019186,0.670195170360569,free_living,p__Pseudomonadota
s__Shewanella_oncorhynchi--RS_GCF_012584455.1,10933,7564,6540,0.5981889691758895,0.6918503612915028,free_living,p__Pseudomonadota
s__Pseudanabaena_sp020404105--GB_GCA_020404105.1,8234,5228,4641,0.5636385717755648,0.6349283458829245,free_living,p__Cyanobacteriota
s__Trueperella_pyogenes--RS_GCF_900460345.1,4241,2853,2600,0.6130629568497996,0.672718698420184,host_associated,p__Actinomycetota
s__Kosakonia_radicincitans--RS_GCF_000280495.2,9316,7495,6741,0.7235938170888794,0.8045298411335337,host_associated,p__Pseudomonadota
s__MGIIb-O2_sp002494975--GB_GCA_002494975.1,4424,1565,1510,0.34132007233273054,0.35375226039783003,free_living,p__Thermoplasmatota
s__HIMB59_sp902599405--GB_GCA_902599405.1,3052,2150,2109,0.6910222804718218,0.7044560943643512,free_living,p__Pseudomonadota
s__CAG-313_sp003539625--GB_GCA_003539625.1,2911,1594,1517,0.5211267605633803,0.5475781518378564,host_associated,p__Bacillota
s__Thalassospira_tepidiphila--RS_GCF_001662875.1,9672,6421,6098,0.630479735318445,0.6638751033912325,free_living,p__Pseudomonadota
s__Stenotrophomonas_maltophilia_P--GB_GCA_900113425.1,7192,5225,4684,0.6512791991101223,0.7265016685205784,host_associated,p__Pseudomonadota
s__Providencia_alcalifaciens_A--RS_GCF_000527275.1,7165,5744,5091,0.7105373342637823,0.8016748080949058,host_associated,p__Pseudomonadota
s__Corynebacterium_glucuronolyticum--RS_GCF_900176155.1,4137,2951,2571,0.621464829586657,0.7133188300700991,host_associated,p__Actinomycetota
s__Vagococcus_A_lutrae--RS_GCF_003987555.1,3323,2761,2586,0.7782124586217274,0.8308757147156184,host_associated,p__Bacillota
s__Bradyrhizobium_sp023100905--RS_GCF_023100905.1,13362,10050,8497,0.6359077982337973,0.7521329142343961,host_associated,p__Pseudomonadota
s__Staphylococcus_borealis--RS_GCF_001224225.1,5102,3779,3387,0.6638573108584869,0.7406899255194042,host_associated,p__Bacillota
s__Mycobacterium_avium--RS_GCF_009741445.1,46993,20261,17902,0.38095035430808843,0.431149320111506,host_associated,p__Actinomycetota
s__Paraglaciecola_chathamensis--GB_GCA_000314955.1,9638,7301,6614,0.6862419589126375,0.7575223075326831,free_living,p__Pseudomonadota
s__Vescimonas_sp900545495--GB_GCA_900545495.1,5800,3991,3593,0.6194827586206897,0.6881034482758621,host_associated,p__Bacillota_A
s__Methylopumilus_A_sp903953055--GB_GCA_903953055.1,6536,3698,3574,0.5468176254589964,0.5657894736842105,free_living,p__Pseudomonadota
s__Blautia_A_sp900066145--RS_GCF_003460605.1,8654,6468,5804,0.6706725213773977,0.7474000462214005,host_associated,p__Bacillota_A
s__M30B80_sp015693905--GB_GCA_015693905.1,6200,4424,4099,0.6611290322580645,0.7135483870967742,host_associated,p__Pseudomonadota
s__Pseudomonas_E_monteilii--RS_GCF_000730605.1,23789,16505,13953,0.5865315902307789,0.693808062549918,host_associated,p__Pseudomonadota
s__Campylobacter_sp945873855--GB_GCA_945873855.1,8046,3313,3047,0.3786974894357445,0.4117573949788715,host_associated,p__Campylobacterota
s__RGIG7114_sp020860205--GB_GCA_020860205.1,4963,2630,2492,0.5021156558533145,0.5299214184968769,host_associated,p__Bacillota_A
s__Methanohalophilus_euhalobius--RS_GCF_900215215.1,3888,2452,2269,0.5835905349794238,0.6306584362139918,free_living,p__Halobacteriota
s__Clavibacter_michiganensis--RS_GCF_021216655.1,8847,4822,4394,0.49666553634000227,0.5450435175765797,host_associated,p__Actinomycetota
s__Dickeya_dadantii--RS_GCF_000406145.1,10513,7593,6989,0.6647959668981261,0.7222486445353372,host_associated,p__Pseudomonadota
s__Photobacterium_leiognathi--RS_GCF_000950415.1,8779,6583,5777,0.6580476136234196,0.7498576147625015,host_associated,p__Pseudomonadota
s__F1-60-MAGs027_sp010025655--GB_GCA_010025655.1,6643,3182,3121,0.4698178533794972,0.4790004516031913,free_living,p__Actinomycetota
s__Enterobacter_kobei--RS_GCF_001729765.1,41862,24443,19830,0.4736992976924179,0.5838947016387177,host_associated,p__Pseudomonadota
s__Acutalibacter_stercoravium--GB_GCA_900543555.1,5521,3599,3339,0.6047817424379641,0.651874660387611,host_associated,p__Bacillota_A
s__Sodaliphilus_sp900316835--GB_GCA_900316835.1,5693,3010,2799,0.49165642016511507,0.5287194800632355,host_associated,p__Bacteroidota
s__PALSA-747_sp903821145--GB_GCA_903821145.1,3976,2449,2412,0.6066398390342053,0.6159456740442656,free_living,p__Actinomycetota
s__Bacteroides_finegoldii--RS_GCF_000156195.1,13670,10395,8511,0.6226042428675933,0.7604242867593269,host_associated,p__Bacteroidota
s__REDSEA-S09-B13_sp003447825--GB_GCA_022450155.1,9950,5722,5597,0.5625125628140704,0.5750753768844221,free_living,p__Pseudomonadota
s__Gallibacterium_anatis--RS_GCF_000379785.1,7267,4995,4574,0.6294206687766616,0.6873537911104995,host_associated,p__Pseudomonadota
s__UBA9936_sp001774105--GB_GCA_001774105.1,2269,914,896,0.3948876156897312,0.40282062582635525,free_living,p__Patescibacteria
s__Micromonospora_aurantiaca--RS_GCF_000145235.1,15461,11059,9371,0.6061056852726214,0.7152836168423776,host_associated,p__Actinomycetota
s__Edwardsiella_tarda--RS_GCF_003113495.2,7007,5356,4939,0.7048665620094191,0.764378478664193,host_associated,p__Pseudomonadota
s__GWC1-40-35_sp001775095--GB_GCA_001775095.1,2470,1061,1036,0.4194331983805668,0.42955465587044533,free_living,p__Patescibacteria
s__Mycobacterium_riyadhense--RS_GCF_002101845.1,8799,5852,5209,0.5919990908057734,0.6650755767700876,host_associated,p__Actinomycetota
s__Streptomyces_griseoincarnatus--GB_GCA_014649575.1,20701,13399,10954,0.5291531810057485,0.6472634172262209,free_living,p__Actinomycetota
s__AG-339-G14_sp003282105--GB_GCA_003282105.1,2144,1569,1527,0.7122201492537313,0.7318097014925373,free_living,p__Pseudomonadota
s__Prevotella_sp002391185--GB_GCA_002391185.1,6005,3552,3288,0.5475437135720234,0.5915070774354705,host_associated,p__Bacteroidota
s__Olegusella_sp900314685--GB_GCA_900314685.1,4208,2933,2736,0.6501901140684411,0.6970057034220533,host_associated,p__Actinomycetota
s__Anaerotardibacter_sp000435675--GB_GCA_000435675.1,3685,2371,2189,0.5940298507462687,0.6434192672998643,host_associated,p__Actinomycetota
s__Megasphaera_massiliensis--RS_GCF_000455225.1,5042,3620,3302,0.6548988496628322,0.7179690598968663,host_associated,p__Bacillota_C
s__Limosilactobacillus_reuteri_D--RS_GCF_003072625.1,6833,3883,3422,0.5008049173130397,0.5682716230060003,host_associated,p__Bacillota
s__Aggregatibacter_actinomycetemcomitans--RS_GCF_000372365.1,9099,4915,4477,0.49203209143861965,0.5401692493680624,host_associated,p__Pseudomonadota
s__Macrococcus_B_canis--RS_GCF_002119805.1,6170,4088,3728,0.6042139384116694,0.6625607779578606,host_associated,p__Bacillota
s__Streptococcus_halitosis--RS_GCF_003143695.2,3763,3192,2711,0.7204358224820622,0.8482593675259101,host_associated,p__Bacillota
s__Campylobacter_D_vulpis--RS_GCF_002738305.1,3030,2045,1803,0.595049504950495,0.6749174917491749,host_associated,p__Campylobacterota
s__F23-B02_sp900545805--GB_GCA_900545805.1,3386,2278,2152,0.635558180744241,0.6727702303603071,host_associated,p__Bacillota_A
s__Bilifractor_sp900317175--GB_GCA_902756775.1,10327,5926,5641,0.5462380168490365,0.5738355766437494,host_associated,p__Bacillota_A
s__Morganella_morganii--RS_GCF_019243775.1,26027,14871,12572,0.4830368463518654,0.5713681945671802,host_associated,p__Pseudomonadota
s__Clostridium_neonatale--RS_GCF_001458595.1,10011,6845,6102,0.6095295175307162,0.6837478773349316,host_associated,p__Bacillota_A
s__Clostridium_paraputrificum--RS_GCF_900447045.1,12637,7859,6754,0.5344622932658067,0.6219039328954657,host_associated,p__Bacillota_A
s__Actinomyces_naeslundii--RS_GCF_001956585.1,7208,4930,4191,0.5814372918978913,0.6839622641509434,host_associated,p__Actinomycetota
s__Eubacterium_R_sp000433975--GB_GCA_022009795.1,6214,3097,2916,0.4692629546186032,0.49839073060830386,host_associated,p__Bacillota_A
s__Photobacterium_damselae--RS_GCF_003026815.1,18288,10451,8928,0.4881889763779528,0.5714676290463692,host_associated,p__Pseudomonadota
s__Balneola_sp002364085--GB_GCA_002364085.1,6474,3674,3421,0.5284213778189681,0.5675007723200495,free_living,p__Bacteroidota
s__Shewanella_hafniensis--RS_GCF_019655335.1,5909,4992,4481,0.7583347436114402,0.8448129971230327,host_associated,p__Pseudomonadota
s__Streptococcus_mitis_BA--RS_GCF_900411395.1,3398,2667,2334,0.6868746321365509,0.7848734549735138,host_associated,p__Bacillota
s__Fen-455_sp003140595--GB_GCA_003140595.1,11184,5047,4784,0.42775393419170243,0.45126967095851217,free_living,p__Actinomycetota
s__Brocadia_sinica--RS_GCF_000949635.1,6304,3629,3371,0.534739847715736,0.5756662436548223,free_living,p__Planctomycetota
s__Ruminococcus_E_sp003526955--RS_GCF_023921805.1,14358,7377,6474,0.45089845382365235,0.5137902214793146,host_associated,p__Bacillota_A
s__Borkfalkia_avicola--GB_GCA_900761665.1,3403,1952,1908,0.5606817513958272,0.5736115192477226,host_associated,p__Bacillota_A
s__CAG-103_sp900543625--GB_GCA_900543625.1,6230,3937,3681,0.5908507223113965,0.6319422150882825,host_associated,p__Bacillota_A
s__Cryptobacteroides_sp900316045--GB_GCA_900316045.1,14734,6389,6083,0.4128546219628071,0.43362291299036243,host_associated,p__Bacteroidota
s__RUG472_sp902768995--GB_GCA_902768995.1,7543,4104,3934,0.521543152591807,0.5440806045340051,host_associated,p__Bacillota_A
s__Parvimonas_micra--RS_GCF_900637905.1,3462,2512,2269,0.6554015020219526,0.7255921432697863,host_associated,p__Bacillota_A
s__Ruminiclostridium_E_siraeum--GB_GCA_025150425.1,14037,7218,6322,0.45038113557027853,0.5142124385552469,host_associated,p__Bacillota_A
s__Clostridium_chauvoei--RS_GCF_002327185.1,3242,2604,2398,0.7396668723010488,0.8032078963602715,host_associated,p__Bacillota_A
s__Aliarcobacter_skirrowii--RS_GCF_003544835.1,4808,3230,2958,0.6152246256239601,0.6717970049916805,host_associated,p__Campylobacterota
s__Yersinia_ruckeri--RS_GCF_000754815.1,8062,5788,5058,0.6273877449764327,0.7179359960307616,host_associated,p__Pseudomonadota
s__Pantoea_allii--RS_GCF_002307475.1,8006,6371,5760,0.7194604046964777,0.7957781663752186,host_associated,p__Pseudomonadota
s__Paenarthrobacter_ureafaciens--RS_GCF_004028095.1,12365,8281,7378,0.5966841892438334,0.6697128993125758,free_living,p__Actinomycetota
s__AAA300-D14_sp002715065--GB_GCA_902527245.1,5899,3481,3387,0.5741651127309714,0.5901000169520257,free_living,p__Pseudomonadota
s__Bilophila_wadsworthia--RS_GCF_000701705.1,15001,8041,7086,0.4723685087660823,0.5360309312712486,host_associated,p__Desulfobacterota
s__SURF-27_sp903844845--GB_GCA_903844845.1,7064,3110,2956,0.41845979614949036,0.44026047565118914,free_living,p__Chloroflexota
s__Limosilactobacillus_vaginalis--RS_GCF_000159435.1,4965,3308,2941,0.5923464249748238,0.6662638469284995,host_associated,p__Bacillota
s__TMED-70_sp002703265--GB_GCA_002703265.1,2831,1877,1834,0.6478276227481455,0.6630166019074532,free_living,p__Chloroflexota
s__Hungateiclostridium_thermocellum--RS_GCF_000015865.1,4851,3621,3183,0.6561533704390847,0.7464440321583179,free_living,p__Bacillota_A
s__Serratia_I_symbiotica--RS_GCF_000821185.2,10025,5134,4800,0.47880299251870323,0.5121197007481296,host_associated,p__Pseudomonadota
s__Sphingobacterium_multivorum--RS_GCF_900457465.1,31287,16241,14472,0.4625563333013712,0.5190973886917889,host_associated,p__Bacteroidota
s__CAIWHR01_sp016720425--GB_GCA_016720425.1,9618,5100,4901,0.5095653982116864,0.5302557704304429,free_living,p__Pseudomonadota
s__Yersinia_aldovae--RS_GCF_000173735.1,7524,5906,5313,0.706140350877193,0.7849548112706007,host_associated,p__Pseudomonadota
s__Gordonia_amicalis--RS_GCF_000332995.1,7669,6309,5567,0.7259095058025818,0.8226626678836876,free_living,p__Actinomycetota
s__Rhodococcus_kyotonensis_B--RS_GCF_001645385.1,7284,6110,5541,0.7607084019769358,0.8388248215266337,host_associated,p__Actinomycetota
s__Aliivibrio_finisterrensis--RS_GCF_008933155.1,5851,4798,4366,0.7461972312425227,0.8200307639719706,host_associated,p__Pseudomonadota
s__Mesorhizobium_sp004020875--GB_GCA_004020875.1,9858,6990,6552,0.664637857577602,0.7090687766281193,host_associated,p__Pseudomonadota
s__SFIE01_sp004555405--GB_GCA_004555405.1,4643,3213,3000,0.6461339651087659,0.6920094766314883,host_associated,p__Bacillota_A
s__Klebsiella_oxytoca--RS_GCF_001598695.1,38666,23050,19198,0.49650856049242226,0.5961309677753065,host_associated,p__Pseudomonadota
s__Prevotella_sp015074785--RS_GCF_015074785.1,21446,10603,9217,0.42977711461344775,0.49440455096521496,host_associated,p__Bacteroidota
s__Acidovorax_facilis--RS_GCF_023913775.1,14632,10267,9390,0.6417441224712958,0.7016812465828322,free_living,p__Pseudomonadota
s__Bartonella_bacilliformis--RS_GCF_000015445.1,1511,1238,1159,0.7670416942422237,0.8193249503639973,host_associated,p__Pseudomonadota
s__Pseudomonas_E_tolaasii--RS_GCF_002813445.1,10905,8333,7478,0.6857404860155892,0.7641448876662081,host_associated,p__Pseudomonadota
s__Rhizobium_esperanzae--RS_GCF_002204185.1,8946,7559,6652,0.7435725463894478,0.8449586407332886,host_associated,p__Pseudomonadota
s__Xanthomonas_nasturtii--RS_GCF_001660815.1,5889,4592,4162,0.7067413822380709,0.7797588724741042,host_associated,p__Pseudomonadota
s__Pantoea_sp008632075--RS_GCF_008632075.1,5700,4886,4497,0.7889473684210526,0.8571929824561404,host_associated,p__Pseudomonadota
s__Bog-515_sp003155135--GB_GCA_003155135.1,6023,3620,3495,0.5802756101610493,0.6010293873484974,free_living,p__Actinomycetota
s__BACL14_sp000168995--GB_GCA_000168995.1,2730,1906,1857,0.6802197802197802,0.6981684981684981,free_living,p__Pseudomonadota
s__Pectobacterium_carotovorum--RS_GCF_900129615.1,17327,11996,9927,0.5729208749350724,0.692329889767415,host_associated,p__Pseudomonadota
s__HGM12545_sp900761925--GB_GCA_900761925.1,6545,4402,4131,0.6311688311688312,0.6725744843391902,host_associated,p__Bacillota_A
s__Blautia_A_sp900066205--RS_GCF_013304735.1,8357,6244,5681,0.6797893981093693,0.7471580710781381,host_associated,p__Bacillota_A
s__Brachybacterium_paraconglomeratum--RS_GCF_003994255.1,9383,6344,5685,0.6058829798571885,0.6761163806884791,host_associated,p__Actinomycetota
s__Collinsella_sp905216045--GB_GCA_905216045.1,2614,2090,1991,0.7616679418515685,0.7995409334353482,host_associated,p__Actinomycetota
s__Prevotella_nigrescens--RS_GCF_000220235.1,6036,4087,3488,0.5778661365142479,0.6771040424121935,host_associated,p__Bacteroidota
s__Prevotella_sp002373375--GB_GCA_002373375.1,7054,3885,3540,0.5018429259994329,0.5507513467536149,host_associated,p__Bacteroidota
s__Nitrosopelagicus_sp018647405--GB_GCA_018647405.1,2955,1804,1483,0.5018612521150593,0.6104906937394247,free_living,p__Thermoproteota
s__Pseudoalteromonas_lipolytica_A--RS_GCF_001306915.1,8456,6291,5462,0.6459318826868495,0.743968779564806,host_associated,p__Pseudomonadota
s__Campylobacter_A_curvus--RS_GCF_013372125.1,3765,2744,2434,0.6464807436918991,0.7288180610889774,host_associated,p__Campylobacterota
s__Mycoplasma_capri--RS_GCF_900489555.1,1489,1040,871,0.5849563465413029,0.6984553391537945,host_associated,p__Bacillota
s__Paraburkholderia_tuberum--RS_GCF_902833905.1,21381,14376,12598,0.5892147233525092,0.6723726673214536,host_associated,p__Pseudomonadota
s__Lacticaseibacillus_paracasei--RS_GCF_000829035.1,28673,13146,11587,0.4041083946569944,0.45848010323300664,host_associated,p__Bacillota
s__Romboutsia_timonensis--RS_GCF_900106845.1,7865,4684,4270,0.5429116338207247,0.5955499046408137,host_associated,p__Bacillota_A
s__Cryptobacteroides_sp000432655--GB_GCA_000432655.1,8104,4179,3825,0.47198914116485685,0.5156712734452122,host_associated,p__Bacteroidota
s__UBA5195_sp903838415--GB_GCA_903838415.1,9442,4877,4633,0.49067994069053167,0.5165219233213302,free_living,p__Chloroflexota
s__Bifidobacterium_vaginale--RS_GCF_001042655.1,5196,2617,2355,0.4532332563510393,0.5036566589684373,host_associated,p__Actinomycetota
s__SR-FBR-E99_sp009881065--GB_GCA_009881065.1,6945,3592,3418,0.4921526277897768,0.5172066234701224,free_living,p__Bacteroidota
s__Thermomonas_sp016720345--GB_GCA_016720345.1,5192,3364,3225,0.6211479198767335,0.6479198767334361,free_living,p__Pseudomonadota
s__Desulfitobacterium_hafniense--RS_GCF_000021925.1,12785,9552,8535,0.6675791943684005,0.7471255377395385,host_associated,p__Bacillota_B
s__Pseudomonas_E_paraglycinae--RS_GCF_021601625.1,9427,7870,7002,0.742760156995863,0.8348361090484778,free_living,p__Pseudomonadota
s__Pseudoalteromonas_arctica--RS_GCF_000238395.3,14295,9755,8162,0.5709688702343477,0.6824064358167191,free_living,p__Pseudomonadota
s__Staphylococcus_coagulans--RS_GCF_002901995.1,5474,3640,3256,0.5948118377785897,0.6649616368286445,host_associated,p__Bacillota
s__RAAP-2_sp003155915--GB_GCA_003155915.1,5647,3313,3216,0.569505932353462,0.5866831946166106,free_living,p__Actinomycetota
s__Blautia_A_massiliensis--RS_GCF_001487165.1,25458,15892,14054,0.5520465079739179,0.6242438526200016,host_associated,p__Bacillota_A
s__UBA644_sp900547165--GB_GCA_900547165.1,4040,2390,2260,0.5594059405940595,0.5915841584158416,host_associated,p__Bacillota_A
s__Streptomyces_albus--RS_GCF_000725885.1,12625,8823,7657,0.6064950495049505,0.6988514851485148,host_associated,p__Actinomycetota
s__Prochlorococcus_A_sp000634215--GB_GCA_000634215.1,6522,3596,3379,0.5180926096289482,0.5513646120821833,free_living,p__Cyanobacteriota
s__RF16_sp900321775--GB_GCA_900321775.1,7227,3441,3198,0.44250726442507266,0.4761311747613117,host_associated,p__Bacteroidota
s__Methylocystis_sp002412985--GB_GCA_002412985.1,7419,3967,3799,0.5120636204340208,0.5347081816956463,free_living,p__Pseudomonadota
s__UBA4421_sp009886205--GB_GCA_009886205.1,6428,3958,3786,0.588985687616677,0.6157436216552582,free_living,p__Pseudomonadota
s__Phocaeicola_coprophilus--RS_GCF_000157915.1,7711,5757,5116,0.6634677733108546,0.7465957722733757,host_associated,p__Bacteroidota
s__Acinetobacter_soli--RS_GCF_000760595.1,17611,10891,8753,0.49701890863664755,0.6184203054908863,host_associated,p__Pseudomonadota
s__Oenococcus_oeni--RS_GCF_000372485.1,24508,8166,7848,0.3202219683368696,0.33319732332299656,host_associated,p__Bacillota
s__Cryobacterium_zongtaii--RS_GCF_002909375.1,5987,4449,4044,0.6754635042592283,0.7431100718222816,free_living,p__Actinomycetota
s__Pseudoclavibacter_sp002931055--RS_GCF_002931055.1,6495,4365,3992,0.614626635873749,0.6720554272517321,host_associated,p__Actinomycetota
s__Mesorhizobium_sp004022705--RS_GCF_004022705.2,15269,7625,6981,0.45720086449669267,0.4993778243499902,host_associated,p__Pseudomonadota
s__Paratractidigestivibacter_faecalis--RS_GCF_003416765.1,5841,3547,3304,0.5656565656565656,0.6072590309878445,host_associated,p__Actinomycetota
s__Enterobacter_roggenkampii--RS_GCF_001729805.1,49690,29505,24017,0.48333668746226605,0.5937814449587442,host_associated,p__Pseudomonadota
s__UBA3402_sp003478355--GB_GCA_003478355.1,9330,6539,5895,0.6318327974276527,0.7008574490889603,host_associated,p__Bacillota_A
s__Sodaliphilus_sp004557565--GB_GCA_004557565.1,17531,6622,6049,0.3450459186583766,0.37773087673264505,host_associated,p__Bacteroidota
s__SXRM01_sp903883645--GB_GCA_903883645.1,8378,3236,3097,0.3696586297445691,0.38624970159942706,free_living,p__Myxococcota
s__Mediterraneibacter_caccavium--RS_GCF_002161355.1,6674,4465,4151,0.6219658375786634,0.6690140845070423,host_associated,p__Bacillota_A
s__Microbacterium_sp002313585--RS_GCF_020781975.1,11488,6475,6001,0.5223711699164345,0.5636316155988857,free_living,p__Actinomycetota
s__Synechococcus_C_sp002500205--RS_GCF_014279775.1,5223,3244,2762,0.5288148573616696,0.6210989852575148,free_living,p__Cyanobacteriota
s__Desulfolinea_sp018645405--GB_GCA_018645405.1,6159,3911,3733,0.6061048871570061,0.6350056827407047,free_living,p__Chloroflexota
s__Lactobacillus_apis--RS_GCF_002837055.1,3247,2359,2153,0.6630736064059132,0.726516784724361,host_associated,p__Bacillota
s__Thiodiazotropha_sp003094535--GB_GCA_003094535.1,5969,4258,3962,0.6637627743340593,0.713352320321662,host_associated,p__Pseudomonadota
s__Lactobacillus_mulieris--RS_GCF_007095465.1,3408,2374,2211,0.6487676056338029,0.6965962441314554,host_associated,p__Bacillota
s__Aggregatibacter_actinomycetemcomitans_A--RS_GCF_003130205.1,4866,3287,2981,0.6126181668721743,0.6755034936292643,host_associated,p__Pseudomonadota
s__Ventricola_sp900542395--GB_GCA_900542395.1,5983,3630,3442,0.57529667390941,0.6067190372722714,host_associated,p__Bacillota_A
s__Acidovorax_temperans--RS_GCF_006716905.1,11993,8306,7620,0.6353706328691737,0.6925706662219628,free_living,p__Pseudomonadota
s__Wolbachia_sp000376585--RS_GCF_000376585.1,1768,1004,972,0.5497737556561086,0.5678733031674208,host_associated,p__Pseudomonadota
s__Zag111_sp002102825--GB_GCA_002102825.1,3394,1617,1534,0.45197407189157335,0.4764289923394225,host_associated,p__Cyanobacteriota
s__Prevotella_copri--GB_GCA_025151535.1,17805,9760,8426,0.4732378545352429,0.5481606290367874,host_associated,p__Bacteroidota
s__Limnohabitans_sp903949285--GB_GCA_903949285.1,6658,3965,3810,0.5722439170922199,0.5955241814358666,free_living,p__Pseudomonadota
s__Anaerostipes_hadrus--RS_GCF_000332875.2,24704,13305,11879,0.4808533031088083,0.5385767487046632,host_associated,p__Bacillota_A
s__Providencia_C_stuartii--GB_GCA_900455155.1,14289,8768,7586,0.5308978934844986,0.613618867660438,host_associated,p__Pseudomonadota
s__Micrarchaeum_A_acidiphilum_A--RS_GCF_016806735.1,1847,846,819,0.4434217650243638,0.458040064970222,free_living,p__Micrarchaeota
s__Rhabdaerophilum_sp020253445--GB_GCA_020253445.1,10008,6397,5989,0.5984212629896083,0.6391886490807354,free_living,p__Pseudomonadota
s__Polynucleobacter_sp009928245--RS_GCF_018687475.1,7028,3905,3831,0.5451052931132613,0.5556346044393853,free_living,p__Pseudomonadota
s__Mycoplasma_capricolum--RS_GCF_000012765.1,2127,1085,904,0.42501175364362953,0.5101081335213916,host_associated,p__Bacillota
s__Burkholderia_anthina--RS_GCF_902498995.1,22769,16313,14406,0.6327023584698493,0.7164565857086389,free_living,p__Pseudomonadota
s__Metamycoplasma_hyosynoviae--RS_GCF_004365165.1,1161,567,484,0.4168819982773471,0.4883720930232558,host_associated,p__Bacillota
s__Neorhizobium_soli--RS_GCF_001423425.1,9262,7129,6359,0.6865687756424098,0.7697041675664004,host_associated,p__Pseudomonadota
s__Alexandriicola_marinus--RS_GCF_004000435.1,4808,4227,3889,0.8088602329450915,0.8791597337770383,host_associated,p__Pseudomonadota
s__Collinsella_sp003436275--RS_GCF_003436275.1,4669,3109,2914,0.6241165131719855,0.6658813450417649,host_associated,p__Actinomycetota
s__Prevotella_sp900314935--GB_GCA_900314935.1,8056,4797,4410,0.5474180734856008,0.5954568023833168,host_associated,p__Bacteroidota
s__Eubacterium_F_sp003491505--RS_GCF_003477605.1,16466,9211,8174,0.49641685898214505,0.5593951172112231,host_associated,p__Bacillota_A
s__Vescimonas_sp000435555--GB_GCA_000435555.1,11149,6783,5981,0.5364606691183066,0.6083953717822226,host_associated,p__Bacillota_A
s__Roseburia_intestinalis--RS_GCF_900537995.1,13256,8995,7737,0.5836602293301146,0.6785606517803259,host_associated,p__Bacillota_A
s__Parabacteroides_faecavium--RS_GCF_022809355.1,9081,6341,5662,0.6234996145798921,0.6982711155159124,host_associated,p__Bacteroidota
s__Paramuribaculum_intestinale--RS_GCF_003024925.1,7408,4398,3899,0.5263228941684666,0.593682505399568,host_associated,p__Bacteroidota
s__Idiomarina_loihiensis--RS_GCF_000008465.1,6456,4923,4568,0.7075588599752168,0.762546468401487,free_living,p__Pseudomonadota
s__UBA868_sp002477475--GB_GCA_002477475.1,5997,3613,3525,0.5877938969484743,0.6024679006169752,free_living,p__Pseudomonadota
s__Brevibacillus_agri--RS_GCF_004117055.1,8862,6267,5687,0.6417287294064545,0.7071767095463778,free_living,p__Bacillota
s__Planktomarina_temperata--RS_GCF_000738435.1,6381,4019,3827,0.5997492556025701,0.6298385832941545,free_living,p__Pseudomonadota
s__JADIYW01_sp016705125--GB_GCA_016705125.1,11609,4318,4041,0.34809199758807824,0.37195279524506847,free_living,p__Bacteroidota
s__Obscuribacter_sp016718315--GB_GCA_016718315.1,15284,4224,4069,0.2662261188170636,0.27636744307772837,free_living,p__Cyanobacteriota
s__Saccharolobus_islandicus--RS_GCF_000022485.1,8010,4558,3663,0.45730337078651684,0.5690387016229713,free_living,p__Thermoproteota
s__Roseomonas_mucosa--RS_GCF_000622225.1,8500,5909,5568,0.6550588235294118,0.6951764705882353,host_associated,p__Pseudomonadota
s__Anaerotruncus_colihominis--GB_GCA_025146135.1,10127,7389,6252,0.6173595339192258,0.7296336526118298,host_associated,p__Bacillota_A
s__Klebsiella_aerogenes--RS_GCF_000215745.1,61104,27358,23143,0.37874770882429953,0.44772846294841584,host_associated,p__Pseudomonadota
s__Collinsella_sp003466125--RS_GCF_003466125.1,4227,2974,2762,0.6534185001182872,0.7035722734800095,host_associated,p__Actinomycetota
s__Faecalibacterium_sp003449675--RS_GCF_023347295.1,6858,4647,4347,0.6338582677165354,0.6776027996500438,host_associated,p__Bacillota_A
s__Pseudomonas_E_fragi--RS_GCF_900105835.1,12433,8675,7565,0.6084613528512829,0.6977398857878228,free_living,p__Pseudomonadota
s__UBA1711_sp900317285--GB_GCA_900317285.1,5745,2821,2589,0.4506527415143603,0.491035683202785,host_associated,p__Bacteroidota
s__CAG-170_sp002404795--GB_GCA_002404795.1,11392,6655,6161,0.5408181179775281,0.5841818820224719,host_associated,p__Bacillota_A
