genome_id	biome_id	species_id	lineage	length	n_contigs	gc_content	completeness	contamination	genome_type	is_species_rep	country	continent	AA	CB	CE	CL	GH	GT	PL	total_cazy	cazy_density	gtdb_phylum
MGYG000291993	cow-rumen	MGYG000291993	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__UBA1067;s__	1436812	33	60.95	85.44	0.71	MAG	True	Kenya	Africa	0.0	1.0	0.0	0.0	8.0	8.0	0.0	17.0	11.831749734829609	Verrucomicrobiota
MGYG000291995	cow-rumen	MGYG000291995	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp900315395	2482344	125	37.24	94.08	0.49	MAG	True	United Kingdom	Europe	0.0	3.0	1.0	0.0	14.0	16.0	0.0	34.0	13.69673179865482	Proteobacteria
MGYG000291998	cow-rumen	MGYG000291998	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__RUG14130;s__RUG14130 sp902796025	2929970	246	58.28	88.91	4.93	MAG	True	United Kingdom	Europe	0.0	2.0	1.0	0.0	46.0	10.0	1.0	60.0	20.478025372273436	Firmicutes_A
MGYG000292000	cow-rumen	MGYG000292000	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__WCHB1-69;g__F23-D06;s__	2173558	63	49.65	84.96	0.54	MAG	True	Kenya	Africa	0.0	1.0	0.0	0.0	9.0	12.0	0.0	22.0	10.121653068379128	Bacteroidota
MGYG000292001	cow-rumen	MGYG000292001	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA4372;s__	3327327	153	54.25	93.15	1.43	MAG	True	Kenya	Africa	0.0	2.0	0.0	0.0	58.0	18.0	1.0	79.0	23.742782119100408	Bacteroidota
MGYG000292002	cow-rumen	MGYG000292002	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG592;s__RUG592 sp902773045	2382112	387	43.07	95.41	0.0	MAG	True	United Kingdom	Europe	0.0	5.0	0.0	0.0	24.0	8.0	1.0	38.0	15.952230625596112	Firmicutes_A
MGYG000292003	cow-rumen	MGYG000292003	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A sp902764455	2750531	85	32.57	96.41	0.8	MAG	True	United Kingdom	Europe	0.0	0.0	0.0	0.0	0.0	11.0	0.0	11.0	3.9992277854712417	Methanobacteriota
MGYG000292004	cow-rumen	MGYG000292004	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Firm-04;s__	2627157	433	55.22	82.81	0.89	MAG	True	Kenya	Africa	0.0	2.0	0.0	0.0	32.0	6.0	1.0	41.0	15.6062237620363	Firmicutes_A
MGYG000292005	cow-rumen	MGYG000292005	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-964;s__CAG-964 sp902762375	2445555	119	38.48	95.3	0.0	MAG	True	United Kingdom	Europe	0.0	5.0	0.0	0.0	22.0	10.0	1.0	38.0	15.538395170012532	Firmicutes_A
MGYG000292006	cow-rumen	MGYG000292006	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA4334;s__UBA4334 sp902802265	2880067	63	49.36	89.44	1.12	MAG	True	United Kingdom	Europe	0.0	2.0	3.0	0.0	34.0	20.0	4.0	63.0	21.87449111426922	Bacteroidota
MGYG000292007	cow-rumen	MGYG000292007	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__UBA1436;s__UBA1436 sp902794125	1433156	55	44.94	90.42	0.0	MAG	True	United Kingdom	Europe	0.0	0.0	0.0	0.0	8.0	17.0	0.0	25.0	17.44401865533131	Elusimicrobiota
MGYG000292008	cow-rumen	MGYG000292008	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_Q;s__Eubacterium_Q sp902789175	2749358	78	36.09	98.43	0.0	MAG	True	United Kingdom	Europe	0.0	2.0	0.0	0.0	22.0	11.0	0.0	35.0	12.73024466075353	Firmicutes_A
MGYG000292009	cow-rumen	MGYG000292009	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__UBA3637;g__;s__	1154020	116	42.27	88.71	2.56	MAG	True	Kenya	Africa	0.0	2.0	0.0	0.0	6.0	8.0	0.0	16.0	13.864577736954299	Proteobacteria
MGYG000292011	cow-rumen	MGYG000292011	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-1252;g__RUG14300;s__	1556489	184	44.24	84.21	0.0	MAG	True	Kenya	Africa	0.0	3.0	0.0	0.0	15.0	6.0	0.0	24.0	15.419318735949949	Firmicutes_A
MGYG000292015	cow-rumen	MGYG000292015	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA6857;s__	2295736	48	56.52	84.09	0.45	MAG	True	United Kingdom	Europe	0.0	1.0	1.0	0.0	39.0	7.0	0.0	48.0	20.908327438346568	Firmicutes_A
MGYG000292016	cow-rumen	MGYG000292016	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1213;s__UBA1213 sp902803805	1952609	159	43.14	92.24	0.67	MAG	True	United Kingdom	Europe	0.0	5.0	0.0	0.0	19.0	10.0	0.0	34.0	17.41260026969045	Firmicutes_A
MGYG000292018	cow-rumen	MGYG000292018	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1248;s__	2652106	120	50.3	93.06	0.0	MAG	True	Kenya	Africa	0.0	4.0	1.0	0.0	45.0	6.0	0.0	56.0	21.11529478836819	Firmicutes_A
MGYG000292022	cow-rumen	MGYG000292022	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	1765317	114	57.03	94.97	0.67	MAG	True	United Kingdom	Europe	0.0	0.0	0.0	0.0	13.0	5.0	0.0	18.0	10.196468962798184	Firmicutes_A
MGYG000292023	cow-rumen	MGYG000292023	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Ga6A1;s__Ga6A1 sp900102385	3653324	71	45.21	97.03	0.39	MAG	True	United Kingdom	Europe	0.0	2.0	1.0	0.0	45.0	21.0	2.0	71.0	19.434356219158225	Bacteroidota
MGYG000292025	cow-rumen	MGYG000292025	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Eubacterium_B;s__Eubacterium_B sp002472145	1563627	29	54.86	97.04	0.71	MAG	True	United Kingdom	Europe	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	1.2790774270334293	Firmicutes_A
MGYG000292027	cow-rumen	MGYG000292027	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900318795	2977834	116	50.36	96.52	1.05	MAG	True	United Kingdom	Europe	0.0	2.0	2.0	0.0	43.0	17.0	2.0	66.0	22.163760639444643	Bacteroidota
MGYG000292032	cow-rumen	MGYG000292032	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp902789325	3148727	101	38.71	94.86	0.72	MAG	True	United Kingdom	Europe	0.0	4.0	2.0	0.0	49.0	15.0	0.0	70.0	22.23120645263943	Spirochaetota
MGYG000292033	cow-rumen	MGYG000292033	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp002350615	2359170	31	54.21	90.0	0.0	MAG	True	United Kingdom	Europe	1.0	2.0	0.0	0.0	20.0	11.0	4.0	38.0	16.10735979179118	Bacteroidota
MGYG000292034	cow-rumen	MGYG000292034	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus sp902787415	1231748	166	59.35	92.88	3.65	MAG	True	United Kingdom	Europe	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	2.4355631184300686	Thermoplasmatota
MGYG000292037	cow-rumen	MGYG000292037	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__CADCBS01;s__CADCBS01 sp902773475	1782564	221	62.53	84.77	1.24	MAG	True	United Kingdom	Europe	0.0	2.0	0.0	0.0	11.0	10.0	0.0	23.0	12.902762537558258	Verrucomicrobiota
MGYG000292038	cow-rumen	MGYG000292038	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__UMGS1820;s__UMGS1820 sp902766745	2851778	166	44.68	94.51	2.01	MAG	True	United Kingdom	Europe	0.0	1.0	0.0	0.0	29.0	9.0	1.0	40.0	14.026337253460824	Firmicutes_A
MGYG000292039	cow-rumen	MGYG000292039	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3766;s__	3283487	73	44.55	93.42	1.22	MAG	True	Kenya	Africa	0.0	4.0	0.0	0.0	33.0	16.0	0.0	53.0	16.141376530499436	Firmicutes_A
MGYG000292040	cow-rumen	MGYG000292040	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UBA5578;s__UBA5578 sp902795975	1359441	72	24.0	80.22	2.81	MAG	True	United Kingdom	Europe	0.0	0.0	0.0	0.0	7.0	6.0	0.0	13.0	9.56275410260541	Firmicutes
MGYG000292041	cow-rumen	MGYG000292041	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA2918;s__UBA2918 sp902779085	2616423	39	43.48	97.17	1.58	MAG	True	United Kingdom	Europe	0.0	2.0	9.0	0.0	33.0	14.0	0.0	58.0	22.16766937150453	Bacteroidota
MGYG000292044	cow-rumen	MGYG000292044	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp902762435	2301878	46	61.87	92.62	0.63	MAG	True	United Kingdom	Europe	0.0	1.0	9.0	0.0	48.0	12.0	1.0	71.0	30.84438011050108	Bacteroidota
MGYG000292045	cow-rumen	MGYG000292045	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp902796225	2175452	166	52.74	93.45	1.68	MAG	True	United Kingdom	Europe	0.0	5.0	1.0	0.0	25.0	7.0	0.0	38.0	17.467634312317625	Firmicutes_A
MGYG000292046	cow-rumen	MGYG000292046	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__Zag111 sp002102825	1762724	104	32.47	89.36	1.42	MAG	True	United Kingdom	Europe	0.0	0.0	0.0	0.0	8.0	11.0	0.0	19.0	10.778771946146986	Cyanobacteria
MGYG000292047	cow-rumen	MGYG000292047	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__UBA2862;s__UBA2862 sp902790525	3748196	199	62.03	95.97	3.16	MAG	True	United Kingdom	Europe	0.0	6.0	0.0	0.0	27.0	15.0	0.0	48.0	12.806160617000819	Firmicutes_A
MGYG000292048	cow-rumen	MGYG000292048	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__RUG039;s__RUG039 sp900314875	1471337	12	48.02	98.33	0.0	MAG	True	United Kingdom	Europe	0.0	4.0	0.0	0.0	12.0	12.0	0.0	28.0	19.030310527092027	Actinobacteriota
MGYG000292051	cow-rumen	MGYG000292051	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp900314705	2052372	104	33.6	98.66	0.34	MAG	True	United Kingdom	Europe	0.0	4.0	0.0	0.0	26.0	7.0	0.0	37.0	18.02792086424878	Firmicutes_A
MGYG000292052	cow-rumen	MGYG000292052	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA1066;s__UBA1066 sp900317045	2207567	102	59.17	95.38	0.02	MAG	True	United Kingdom	Europe	0.0	5.0	0.0	0.0	17.0	15.0	0.0	37.0	16.76053320238978	Firmicutes_A
MGYG000292054	cow-rumen	MGYG000292054	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__Anaeroplasma;s__	1831437	198	29.43	84.08	2.11	MAG	True	Kenya	Africa	0.0	3.0	1.0	0.0	14.0	4.0	0.0	22.0	12.01242521582779	Firmicutes
MGYG000292056	cow-rumen	MGYG000292056	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp902803535	2147688	268	54.45	85.08	1.31	MAG	True	United Kingdom	Europe	0.0	1.0	0.0	0.0	38.0	10.0	8.0	57.0	26.54016784560886	Bacteroidota
MGYG000292057	cow-rumen	MGYG000292057	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__UBA7018;s__	2092825	76	38.7	96.77	0.0	MAG	True	Kenya	Africa	0.0	2.0	2.0	0.0	9.0	17.0	0.0	30.0	14.33469114713366	Firmicutes_C
MGYG000292060	cow-rumen	MGYG000292060	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__	3059037	70	47.33	97.32	0.0	MAG	True	Kenya	Africa	0.0	4.0	1.0	0.0	15.0	16.0	0.0	36.0	11.768409470039101	Firmicutes_A
MGYG000292061	cow-rumen	MGYG000292061	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus sp900315975	1949905	64	46.12	86.89	0.0	MAG	True	United Kingdom	Europe	0.0	6.0	0.0	0.0	44.0	10.0	0.0	60.0	30.77072985606991	Firmicutes_A
MGYG000292063	cow-rumen	MGYG000292063	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__ML635J-15;g__Bact-19;s__	3198690	192	43.31	91.48	2.42	MAG	True	Kenya	Africa	0.0	0.0	1.0	0.0	12.0	14.0	0.0	27.0	8.44095551616443	Bacteroidota
MGYG000292064	cow-rumen	MGYG000292064	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus flavefaciens_O	2852299	348	43.69	90.88	4.14	MAG	True	United Kingdom	Europe	0.0	8.0	0.0	0.0	47.0	12.0	2.0	69.0	24.19101223258852	Firmicutes_A
MGYG000292065	cow-rumen	MGYG000292065	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__UBA1777 sp900319465	1955965	53	62.49	92.39	0.0	MAG	True	United Kingdom	Europe	0.0	1.0	0.0	0.0	10.0	9.0	0.0	20.0	10.225131840293667	Firmicutes_A
MGYG000292066	cow-rumen	MGYG000292066	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA4372;s__UBA4372 sp900316355	2941740	52	54.4	95.43	0.19	MAG	True	United Kingdom	Europe	0.0	2.0	1.0	0.0	33.0	19.0	1.0	56.0	19.03635263483517	Bacteroidota
MGYG000292068	cow-rumen	MGYG000292068	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA1786;s__UBA1786 sp902787555	2691070	55	46.01	84.98	1.49	MAG	True	United Kingdom	Europe	0.0	2.0	3.0	0.0	47.0	13.0	2.0	67.0	24.8971598657783	Bacteroidota
MGYG000292071	cow-rumen	MGYG000292071	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp902800595	2367817	75	48.08	82.84	1.48	MAG	True	United Kingdom	Europe	0.0	3.0	4.0	0.0	41.0	11.0	0.0	59.0	24.91746617242802	Bacteroidota
MGYG000292074	cow-rumen	MGYG000292074	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-1252;g__CAG-1252;s__CAG-1252 sp003445835	1581939	86	51.66	93.95	0.83	MAG	True	United Kingdom	Europe	0.0	2.0	0.0	0.0	11.0	6.0	0.0	19.0	12.01057689329361	Firmicutes_A
MGYG000292075	cow-rumen	MGYG000292075	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp900314795	2527405	67	51.05	98.32	0.67	MAG	True	United Kingdom	Europe	0.0	5.0	1.0	0.0	28.0	7.0	0.0	41.0	16.22217254456646	Firmicutes_A
MGYG000292077	cow-rumen	MGYG000292077	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__UBA1777 sp900319935	1807444	102	62.3	86.02	0.0	MAG	True	United Kingdom	Europe	0.0	2.0	0.0	0.0	14.0	8.0	0.0	24.0	13.278419691011173	Firmicutes_A
MGYG000292079	cow-rumen	MGYG000292079	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__UBA4951;s__UBA4951 sp900321485	1932722	54	45.23	96.63	2.25	MAG	True	United Kingdom	Europe	0.0	1.0	0.0	0.0	29.0	7.0	0.0	37.0	19.14398449440737	Firmicutes
MGYG000292082	cow-rumen	MGYG000292082	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA10281;s__UBA10281 sp902797515	1358472	260	47.55	84.17	2.42	MAG	True	United Kingdom	Europe	0.0	2.0	0.0	0.0	9.0	5.0	0.0	16.0	11.777938742940599	Firmicutes_A
MGYG000292084	cow-rumen	MGYG000292084	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__RF16;s__	2350907	63	48.37	97.04	0.81	MAG	True	Kenya	Africa	0.0	1.0	1.0	0.0	20.0	11.0	0.0	33.0	14.037135454528828	Bacteroidota
MGYG000292085	cow-rumen	MGYG000292085	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__Fibrobacter succinogenes_K	3876278	93	49.53	92.58	4.31	MAG	True	United Kingdom	Europe	0.0	6.0	10.0	0.0	118.0	32.0	2.0	168.0	43.340544718412865	Fibrobacterota
MGYG000292086	cow-rumen	MGYG000292086	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG592;s__RUG592 sp900317025	1959243	41	51.91	97.32	0.0	MAG	True	United Kingdom	Europe	0.0	6.0	0.0	0.0	22.0	6.0	0.0	34.0	17.353641176719783	Firmicutes_A
MGYG000292087	cow-rumen	MGYG000292087	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-288;g__UBA7642;s__UBA7642 sp902771745	1685825	235	40.7	84.25	1.33	MAG	True	United Kingdom	Europe	0.0	1.0	1.0	0.0	24.0	5.0	0.0	31.0	18.388622781130902	Firmicutes
MGYG000292088	cow-rumen	MGYG000292088	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__;s__	2112353	175	29.34	87.23	1.14	MAG	True	Kenya	Africa	0.0	2.0	0.0	0.0	9.0	57.0	0.0	68.0	32.19158918987498	Cyanobacteria
MGYG000292089	cow-rumen	MGYG000292089	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__NK4A136;s__	2314651	194	48.37	86.84	1.82	MAG	True	Kenya	Africa	0.0	5.0	0.0	0.0	33.0	17.0	0.0	55.0	23.761681566681112	Firmicutes_A
MGYG000292090	cow-rumen	MGYG000292090	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UBA3789;s__UBA3789 sp902793315	1068457	47	27.04	83.07	0.0	MAG	True	United Kingdom	Europe	0.0	1.0	0.0	0.0	6.0	5.0	0.0	12.0	11.23114921798444	Firmicutes
MGYG000292091	cow-rumen	MGYG000292091	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp902799655	2892008	88	48.82	96.37	2.16	MAG	True	United Kingdom	Europe	0.0	2.0	0.0	0.0	54.0	15.0	0.0	71.0	24.55041618142135	Bacteroidota
MGYG000292093	cow-rumen	MGYG000292093	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__AC2028;s__AC2028 sp902794095	2305249	22	44.33	90.34	0.1	MAG	True	United Kingdom	Europe	0.0	4.0	2.0	0.0	23.0	14.0	0.0	43.0	18.653082595415942	Firmicutes_A
MGYG000292095	cow-rumen	MGYG000292095	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__	1964822	73	39.49	89.14	0.34	MAG	True	Kenya	Africa	0.0	2.0	1.0	0.0	29.0	19.0	0.0	51.0	25.956549753616358	Firmicutes_A
MGYG000292099	cow-rumen	MGYG000292099	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__UBA1711;s__UBA1711 sp900316515	2459803	30	53.87	95.16	0.54	MAG	True	United Kingdom	Europe	0.0	2.0	0.0	0.0	14.0	8.0	0.0	24.0	9.75687890453016	Bacteroidota
MGYG000292101	cow-rumen	MGYG000292101	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__	2111763	61	57.23	86.41	0.95	MAG	True	Kenya	Africa	0.0	1.0	3.0	0.0	51.0	10.0	0.0	65.0	30.779969153735532	Bacteroidota
MGYG000292103	cow-rumen	MGYG000292103	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__RUG626;s__RUG626 sp900320765	1608618	201	55.03	86.95	2.65	MAG	True	United Kingdom	Europe	0.0	2.0	0.0	0.0	9.0	8.0	0.0	19.0	11.811380949361501	Firmicutes_A
MGYG000292104	cow-rumen	MGYG000292104	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA11475;s__	1034992	156	38.5	81.27	0.13	MAG	True	Kenya	Africa	0.0	2.0	0.0	0.0	5.0	6.0	0.0	13.0	12.560483559293212	Firmicutes_A
MGYG000292107	cow-rumen	MGYG000292107	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__Bulleidia massiliensis_A	1862422	165	48.68	98.1	0.32	MAG	True	United Kingdom	Europe	0.0	0.0	0.0	0.0	3.0	12.0	0.0	15.0	8.05402857139789	Firmicutes
MGYG000292110	cow-rumen	MGYG000292110	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__UBA2813;s__UBA2813 sp902788345	1853689	21	33.37	87.75	0.85	MAG	True	United Kingdom	Europe	0.0	0.0	0.0	0.0	9.0	15.0	0.0	24.0	12.94715564477105	Cyanobacteria
MGYG000292111	cow-rumen	MGYG000292111	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__	1549988	161	35.68	89.06	0.0	MAG	True	Kenya	Africa	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	1.2903325703166735	Methanobacteriota
MGYG000292115	cow-rumen	MGYG000292115	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__UBA1784;s__	2499201	236	62.28	96.55	3.92	MAG	True	Kenya	Africa	0.0	1.0	1.0	0.0	18.0	13.0	0.0	33.0	13.204220068733969	Verrucomicrobiota
MGYG000292120	cow-rumen	MGYG000292120	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp902768955	2011892	227	52.73	85.08	3.65	MAG	True	United Kingdom	Europe	0.0	1.0	2.0	0.0	33.0	8.0	1.0	45.0	22.36700578361065	Bacteroidota
MGYG000292122	cow-rumen	MGYG000292122	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A sp902763935	2033196	165	31.08	96.53	0.16	MAG	True	United Kingdom	Europe	0.0	0.0	0.0	0.0	1.0	8.0	0.0	9.0	4.426528480284243	Methanobacteriota
MGYG000292124	cow-rumen	MGYG000292124	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__Bulleidia massiliensis_B	2320803	85	50.39	100.0	0.32	MAG	True	United Kingdom	Europe	0.0	0.0	2.0	0.0	11.0	8.0	0.0	21.0	9.048592232946957	Firmicutes
MGYG000292130	cow-rumen	MGYG000292130	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__	1804646	120	62.49	86.32	0.67	MAG	True	Kenya	Africa	0.0	3.0	0.0	0.0	10.0	9.0	0.0	22.0	12.19075652510243	Firmicutes_A
MGYG000292133	cow-rumen	MGYG000292133	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA1066;s__UBA1066 sp902783325	2004961	282	54.55	92.58	1.62	MAG	True	United Kingdom	Europe	0.0	3.0	0.0	0.0	22.0	14.0	0.0	39.0	19.451749934287996	Firmicutes_A
MGYG000292135	cow-rumen	MGYG000292135	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1213;s__UBA1213 sp902800005	2395020	165	40.79	96.55	0.0	MAG	True	United Kingdom	Europe	0.0	7.0	0.0	0.0	28.0	11.0	0.0	46.0	19.20652019607352	Firmicutes_A
MGYG000292137	cow-rumen	MGYG000292137	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__	2310568	293	41.77	80.93	0.47	MAG	True	Kenya	Africa	0.0	1.0	5.0	0.0	42.0	11.0	5.0	64.0	27.69881691428255	Bacteroidota
MGYG000292138	cow-rumen	MGYG000292138	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RUG11792;f__RUG11792;g__RUG14087;s__RUG14087 sp902796345	747058	43	33.37	84.25	0.0	MAG	True	United Kingdom	Europe	0.0	0.0	0.0	0.0	1.0	4.0	0.0	5.0	6.692920763849661	Proteobacteria
MGYG000292139	cow-rumen	MGYG000292139	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__ISDg;s__ISDg sp902798585	2586366	41	54.29	96.76	0.0	MAG	True	United Kingdom	Europe	0.0	4.0	1.0	0.0	25.0	6.0	0.0	36.0	13.919143694279928	Firmicutes_A
